medcodeid	term	originalreadcode	snomedctconceptid	snomedctdescriptionid	readcode	condition	score
228231000006111	placement other apparatus- compensate for renal failure os	7L1Cy	180277007	278844014	7L1Cy00	Renal disease	2
228221000006113	placement other apparatus- compensate for renal failure nos	7L1Cz	180277007	278844014	7L1Cz00	Renal disease	2
2674486017	extracorporeal albumin haemodialysis	7L1f0	427053002	2674486017	7L1f000	Renal disease	2
371261000000111	delivery of rehabilitation for rheumatoid arthritis	7P203	231041000000107	371261000000111	7P20300	Rheumatic disease	1
371641000000112	delivery of rehabilitation for stroke	7P242	231231000000107	371641000000112	7P24200	Cerebrovascular disease	1
797211000006117	further asthma - drug prevent.	8791	182724005	282486014	8791.00	Chronic pulmonary disease	1
282488010	asthma control step 0	8793	182726007	282488010	8793.00	Chronic pulmonary disease	1
282489019	asthma control step 1	8794	182727003	282489019	8794.00	Chronic pulmonary disease	1
282490011	asthma control step 2	8795	182728008	282490011	8795.00	Chronic pulmonary disease	1
282491010	asthma control step 3	8796	182729000	282491010	8796.00	Chronic pulmonary disease	1
282492015	asthma control step 4	8797	182730005	282492015	8797.00	Chronic pulmonary disease	1
282493013	asthma control step 5	8798	182731009	282493013	8798.00	Chronic pulmonary disease	1
282526013	intestinal dialysis	8882	182753006	282526013	8882.00	Renal disease	2
616081000006113	diab mellit insulin-glucose infus acute myocardial infarct	889A	315287002	459791015	889A.00	Myocardial infarction	1
282568013	diabetic crisis monitoring	8A12	182780004	282568013	8A12.00	Diabetes (uncomplicated)	1
282570016	diabetic stabilisation	8A13	182781000	282570016	8A13.00	Diabetes (uncomplicated)	1
451426015	cardiac failure therapy	8B29	308118002	451426015	8B29.00	Congestive heart failure	1
1488436019	asthma medication review	8B3j	394720003	1488436019	8B3j.00	Chronic pulmonary disease	1
1488441010	diabetes medication review	8B3l	394725008	1488441010	8B3l.00	Diabetes (uncomplicated)	1
2159170012	patient on maximal tolerated therapy for diabetes	8BL2	407569005	2159170012	8BL2.00	Diabetes (uncomplicated)	1
1783891000006115	chronic obstructiv pulmonary disease medication optimisation	8BMa0	473202005	3297697018	8BMa000	Chronic pulmonary disease	1
1573111000000115	issue of chronic obstructive pulmonary disease rescue pack	8BMW	718241000000107	1573111000000115	8BMW.00	Chronic pulmonary disease	1
2290431000000110	antipsychotic drug therapy for dementia	8BPa	700214004	2989656010	8BPa.00	Dementia	1
200111000006116	pt advised re diabetic diet	8CA41	284350006	2575925018	8CA4100	Diabetes (uncomplicated)	1
283027015	diabetic leaflet given	8CE0	183097007	283027015	8CE0.00	Diabetes (uncomplicated)	1
283029017	asthma leaflet given	8CE2	183099005	283029017	8CE2.00	Chronic pulmonary disease	1
1488856013	chronic obstructive pulmonary disease leaflet given	8CE6	395159008	1488856013	8CE6.00	Chronic pulmonary disease	1
1784061000006118	preferred place of care for next exacerbation heart failure	8CeC	789621000000105	1765351000000114	8CeC.00	Congestive heart failure	1
1784071000006113	preferred place of care for next exacerbation of copd	8CeD	789661000000102	1765431000000114	8CeD.00	Chronic pulmonary disease	1
308301000000118	heart failure care plan discussed with patient	8CL3	872361000000105	2253411000000117	8CL3.00	Congestive heart failure	1
1176461000000114	patient has a written asthma personal action plan	8CMA0	527171000000103	1176461000000114	8CMA000	Chronic pulmonary disease	1
1746171000000119	has heart failure management plan	8CMK	781051000000108	1746171000000119	8CMK.00	Congestive heart failure	1
2152091000000112	has chronic obstructive pulmonary disease care plan	8CMV	827571000000106	2152091000000112	8CMV.00	Chronic pulmonary disease	1
2199261000000110	chronic obstructive pulmonary disease care pathway	8CMW5	848431000000106	2199261000000110	8CMW500	Chronic pulmonary disease	1
2205911000000116	diabetes clinical pathway	8CMW7	851501000000106	2205911000000116	8CMW700	Diabetes (uncomplicated)	1
2205951000000117	heart failure clinical pathway	8CMW8	851521000000102	2205951000000117	8CMW800	Congestive heart failure	1
2248021000000110	dementia care plan	8CMZ	736371006	3517265010	8CMZ.00	Dementia	1
1489330018	cancer care plan discussed with patient	8CP0	395673000	1489330018	8CP0.00	Any malignancy	2
2532974016	transition of diabetes care options discussed	8CP2	415744000	2532974016	8CP2.00	Diabetes (uncomplicated)	1
2474332015	asthma clinical management plan	8CR0	736056000	3516216012	8CR0.00	Chronic pulmonary disease	1
966841000006111	chronic obstructive pulmonary disease clini management plan	8CR1	736283006	3517019016	8CR1.00	Chronic pulmonary disease	1
2474334019	diabetes clinical management plan	8CR2	736284000	3517021014	8CR2.00	Diabetes (uncomplicated)	1
1148331000000111	transient ischaemic attack clinical management plan	8CRB	736288002	3517033016	8CRB.00	Cerebrovascular disease	1
2548271013	diabetes care plan agreed	8CS0	703040004	3006793017	8CS0.00	Diabetes (uncomplicated)	1
283316013	exercises for paralysis	8E53	183291002	283316013	8E53.00	Hemiplegia or paraplegia	2
283317016	exercises for spasticity	8E54	183292009	283317016	8E54.00	Hemiplegia or paraplegia	2
283544013	admit diabetic emergency	8H2J	183472000	3082988012	8H2J.00	Diabetes (uncomplicated)	1
283550015	"emergency admission, asthma"	8H2P	183478001	3082895019	8H2P.00	Chronic pulmonary disease	1
2160051010	admit copd emergency	8H2R	408501008	3082901016	8H2R.00	Chronic pulmonary disease	1
2549208013	admit heart failure emergency	8H2S	416683003	3082850014	8H2S.00	Congestive heart failure	1
283584016	non-urgent diabetic admission	8H3O	183506001	283584016	8H3O.00	Diabetes (uncomplicated)	1
620171000000113	referral to diabetes special interest general practitioner	8H4e	334711000000100	620171000000113	8H4e.00	Diabetes (uncomplicated)	1
283709014	"refer, diabetic liaison nurse"	8H7C	308458007	451803019	8H7C.00	Diabetes (uncomplicated)	1
456646018	referral to diabetes nurse	8H7f	312856000	456646018	8H7f.00	Diabetes (uncomplicated)	1
1484923019	refer to diabetic foot screener	8H7r	390890005	1484923019	8H7r.00	Diabetes (uncomplicated)	1
1484917012	heart failure follow-up	8HBE	390884006	1484917012	8HBE.00	Congestive heart failure	1
2159948010	diabetic retinopathy 12 month review	8HBG	408384004	2159948010	8HBG.00	Diabetes with end-organ damage	2
2159949019	diabetic retinopathy 6 month review	8HBH	408385003	2159949019	8HBH.00	Diabetes with end-organ damage	2
2469365010	stroke / transient ischaemic attack referral	8HBJ	413124000	2469365010	8HBJ.00	Cerebrovascular disease	1
449935012	admission to stroke unit	8Hd6	306803007	449935012	8Hd6.00	Cerebrovascular disease	1
2548430017	discharged from care of diabetes specialist nurse	8Hg4	417467000	2548430017	8Hg4.00	Diabetes (uncomplicated)	1
303441000000116	discharge from practice nurse heart failure clinic	8Hg8	200201000000101	303441000000116	8Hg8.00	Congestive heart failure	1
1065811000000118	discharged from diabetes shared care programme	8HgC	494961000000102	1065811000000118	8HgC.00	Diabetes (uncomplicated)	1
1705341000000110	discharge from heart failure nurse service	8HgD	765661000000102	1705341000000110	8HgD.00	Congestive heart failure	1
2549697018	referral to heart failure nurse	8HHb	417146007	2549697018	8HHb.00	Congestive heart failure	1
966981000006112	ref to multidisciplinary stroke function improvement service	8HHM	112901000000108	199461000000113	8HHM.00	Cerebrovascular disease	1
307661000000114	referral to diabetic register	8HHy	201961000000104	307661000000114	8HHy.00	Diabetes (uncomplicated)	1
308041000000118	referral to heart failure exercise programme	8HHz	704095000	3011242019	8HHz.00	Congestive heart failure	1
2533110014	referral to diabetes structured education programme	8Hj0	415270003	2533110014	8Hj0.00	Diabetes (uncomplicated)	1
978651000006118	family/carer referral to diabetes structured education prog	8Hj1	414230000	2532984015	8Hj1.00	Diabetes (uncomplicated)	1
546871000000112	referral to dafne diabetes structured education programme	8Hj3	306701000000102	546871000000112	8Hj3.00	Diabetes (uncomplicated)	1
546961000000111	referral to desmond diabetes structured education programme	8Hj4	306741000000104	546961000000111	8Hj4.00	Diabetes (uncomplicated)	1
547061000000110	referral to xpert diabetes structured education programme	8Hj5	306771000000105	547061000000110	8Hj5.00	Diabetes (uncomplicated)	1
311561000000117	referred to heart failure education group	8Hk0	203791000000106	311561000000117	8Hk0.00	Congestive heart failure	1
283889016	diabetology d.v. requested	8HKE	183722003	283889016	8HKE.00	Diabetes (uncomplicated)	1
1784371000006111	referral to copd community nursing team	8Hkw	790301000000101	1766811000000114	8Hkw.00	Chronic pulmonary disease	1
406351000000114	referral for diabetic retinopathy screening	8Hl1	248161000000101	406351000000114	8Hl1.00	Diabetes (uncomplicated)	1
479981000000119	referral to community diabetes specialist nurse	8Hl4	279521000000108	479981000000119	8Hl4.00	Diabetes (uncomplicated)	1
1785381000000118	referral to dementia care advisor	8Hla	798381000000109	1785381000000118	8Hla.00	Dementia	1
2116661000000116	referral to community diabetes service	8Hlc	811391000000104	2116661000000116	8Hlc.00	Diabetes (uncomplicated)	1
1812841000006118	referral to community hiv nurse specialist	8Hle	817381000000107	2129421000000111	8Hle.00	HIV/AIDS	4
283938017	diabetology d.v. done	8HLE	183751004	283938017	8HLE.00	Diabetes (uncomplicated)	1
283974014	listed for diabetology admissn	8HME	183781007	2668804016	8HME.00	Diabetes (uncomplicated)	1
2533106011	referral to diabetes preconception counselling clinic	8HTe	415269004	2533106011	8HTe.00	Diabetes (uncomplicated)	1
2182651000000118	referral to community diabetes clinic	8HTE1	841221000000102	2182651000000118	8HTE100	Diabetes (uncomplicated)	1
299991000000112	referral to multidisciplinary diabetic clinic	8HTi	198831000000108	299991000000112	8HTi.00	Diabetes (uncomplicated)	1
308811000000110	referral to diabetic eye clinic	8HTk	202461000000102	308811000000110	8HTk.00	Diabetes (uncomplicated)	1
216246012	referral to heart failure clinic	8HTL	134440006	216246012	8HTL.00	Congestive heart failure	1
2256811000000114	referral to rapid access heart failure clinic	8HTL0	873881000000100	2256811000000114	8HTL000	Congestive heart failure	1
284124018	private referral to diabetologist	8HVU	183910005	284124018	8HVU.00	Diabetes (uncomplicated)	1
2474309019	diabetic foot examination declined	8I3W	412752009	2474309019	8I3W.00	Diabetes (uncomplicated)	1
2474671011	diabetic retinopathy screening refused	8I3X	413122001	2474671011	8I3X.00	Diabetes (uncomplicated)	1
2548633012	patient held diabetic record declined	8I57	763782001	3643843012	8I57.00	Diabetes (uncomplicated)	1
2159960011	diabetic retinopathy screening not indicated	8I6F	408396006	2159960011	8I6F.00	Diabetes (uncomplicated)	1
2159961010	diabetic foot examination not indicated	8I6G	408397002	2159961010	8I6G.00	Diabetes (uncomplicated)	1
547331000000115	did not complete diabetes structured education programme	8I81	306931000000106	547331000000115	8I81.00	Diabetes (uncomplicated)	1
547441000000118	did not complete dafne diabetes structured education program	8I82	306961000000101	547441000000118	8I82.00	Diabetes (uncomplicated)	1
1627291000006113	did not complete desmond diabetes structured educat program	8I83	306991000000107	547511000000115	8I83.00	Diabetes (uncomplicated)	1
1628311000006111	did not complete xpert diabetes structured education program	8I84	307021000000105	547581000000110	8I84.00	Diabetes (uncomplicated)	1
2283241000000113	diabetes structured education programme not available	8I94	885931000000100	2283241000000113	8I94.00	Diabetes (uncomplicated)	1
1658941000000115	diabetic dietary review declined	8IAs	754141000000100	1658941000000115	8IAs.00	Diabetes (uncomplicated)	1
1693911000000115	referral to heart failure education group declined	8IE0	763641000000102	1693911000000115	8IE0.00	Congestive heart failure	1
1734081000000112	referral to heart failure exercise programme declined	8IE1	704097008	3011446018	8IE1.00	Congestive heart failure	1
1759911000000118	diabetes care plan declined	8IE2	787061000000100	1759911000000118	8IE2.00	Diabetes (uncomplicated)	1
1868141000006110	referral to dafne diabetes structured educn prog declined	8IEa	860981000000106	2262201000000116	8IEa.00	Diabetes (uncomplicated)	1
1784651000006110	ref multidisciplinary stroke function improvement declined	8IEC	781731000000103	1747751000000110	8IEC.00	Cerebrovascular disease	1
2176771000000110	referral to community diabetes specialist nurse declined	8IEQ	838731000000104	2176771000000110	8IEQ.00	Diabetes (uncomplicated)	1
1885981000006112	chronic obstructive pulmon dis wr self managem plan declined	8IEy	857811000000102	2219921000000111	8IEy.00	Chronic pulmonary disease	1
2219861000000114	chronic obstructive pulmonary disease rescue pack declined	8IEZ	857791000000103	2219861000000114	8IEZ.00	Chronic pulmonary disease	1
284213011	renal transplant planned	8L50	183985008	284213011	8L50.00	Renal disease	2
2220161000000117	provision of written information about diabetes and driving	8OA3	857921000000103	2220161000000117	8OA3.00	Diabetes (uncomplicated)	1
2221421000000114	referral to dementia service	8T05	858501000000103	2221421000000114	8T05.00	Dementia	1
2159854012	diabetes key contact	918T	932321000000105	2388971000000113	918T.00	Diabetes (uncomplicated)	1
2159969012	patient held diabetic record issued	9360	408405001	2159969012	9360.00	Diabetes (uncomplicated)	1
308071000000112	patient consent given for addition to diabetic register	93C4	202151000000105	308071000000112	93C4.00	Diabetes (uncomplicated)	1
2160025013	diabetic medicine	9b920	408475000	2160025013	9b92000	Diabetes (uncomplicated)	1
1785171000006113	gp ooh service notified of copd care plan	9e03	783631000000109	1752261000000117	9e03.00	Chronic pulmonary disease	1
138981000000113	exception reporting: stroke quality indicators	9h2	716331000000108	1568881000000119	9h2..00	Cerebrovascular disease	1
139081000000117	excepted from stroke quality indicators: patient unsuitable	9h21	716581000000101	1569131000000118	9h21.00	Cerebrovascular disease	1
139091000000115	excepted from stroke quality indicators: informed dissent	9h22	716021000000109	1568581000000116	9h22.00	Cerebrovascular disease	1
139001000000110	exception reporting: diabetes quality indicators	9h4	716911000000104	1569461000000117	9h4..00	Diabetes (uncomplicated)	1
931191000006110	excepted from diabetes qual indicators: patient unsuitable	9h41	717421000000100	1569961000000114	9h41.00	Diabetes (uncomplicated)	1
139121000000119	excepted from diabetes quality indicators: informed dissent	9h42	716031000000106	1568591000000119	9h42.00	Diabetes (uncomplicated)	1
1754911000006114	excepted from diabetes qual indicators: service unavailable	9h43	750721000000102	1650891000000116	9h43.00	Diabetes (uncomplicated)	1
139011000000112	exception reporting: copd quality indicators	9h5	717591000000101	1570121000000118	9h5..00	Chronic pulmonary disease	1
139131000000117	excepted from copd quality indicators: patient unsuitable	9h51	716311000000100	1568861000000111	9h51.00	Chronic pulmonary disease	1
139141000000114	excepted from copd quality indicators: informed dissent	9h52	716291000000101	1568841000000110	9h52.00	Chronic pulmonary disease	1
139051000000111	exception reporting: asthma quality indicators	9hA	715801000000103	1568361000000118	9hA..00	Chronic pulmonary disease	1
157901000000115	excepted from asthma quality indicators: patient unsuitable	9hA1	717291000000103	1569831000000113	9hA1.00	Chronic pulmonary disease	1
137491000000115	excepted from asthma quality indicators: informed dissent	9hA2	716491000000100	1569041000000114	9hA2.00	Chronic pulmonary disease	1
294111000000119	exception reporting: dementia quality indicators	9hD	715881000000108	1568441000000113	9hD..00	Dementia	1
999961000006114	excepted from dementia quality indicators: patient unsuitabl	9hD0	716341000000104	1568891000000117	9hD0.00	Dementia	1
294321000000111	excepted from dementia quality indicators: informed dissent	9hD1	716131000000105	1568691000000118	9hD1.00	Dementia	1
407441000000115	exception reporting: heart failure quality indicators	9hH	715951000000107	1568511000000111	9hH..00	Congestive heart failure	1
1561941000006119	excepted heart failure quality indicators: patient unsuitabl	9hH0	717481000000104	1570021000000117	9hH0.00	Congestive heart failure	1
1561951000006117	excepted heart failure quality indicators: informed dissent	9hH1	717491000000102	1570031000000115	9hH1.00	Congestive heart failure	1
1785221000006119	exception reporting: rheumatoid arthritis quality indicators	9hR	805941000000105	1801791000000117	9hR..00	Rheumatic disease	1
1785231000006116	except rheumatoid arthritis quality indicator: pt unsuitable	9hR0	805961000000106	1801831000000112	9hR0.00	Rheumatic disease	1
1785241000006114	except rheumatoid arthritis qual indicator: informed dissent	9hR1	805981000000102	1801871000000114	9hR1.00	Rheumatic disease	1
1704521000006118	copd - enhanced services administration	9kf	374591000000101	1152521000000118	9kf..00	Chronic pulmonary disease	1
1704531000006115	copd patient unsuitable for pulmonary rehab - enh serv admin	9kf0	371611000000107	1152601000000114	9kf0.00	Chronic pulmonary disease	1
1704541000006113	copd patient unsuitable for pulmonary rehabilitation	9kf0-1	371611000000107	1152601000000114	9kf0.11	Chronic pulmonary disease	1
1704561000006112	refer copd structured smoking assessment - enhanc serv admin	9kf1	375851000000108	739301000000115	9kf1.00	Chronic pulmonary disease	1
1704551000006110	referred for copd structured smoking assessment	9kf1-1	375851000000108	739301000000115	9kf1.11	Chronic pulmonary disease	1
1704571000006117	copd structured smoking assessment declined - enh serv admin	9kf2	375911000000102	739421000000116	9kf2.00	Chronic pulmonary disease	1
1704581000006119	copd structured smoking assessment declined	9kf2-1	375911000000102	739421000000116	9kf2.11	Chronic pulmonary disease	1
1715721000006111	hiv pos gen health check serv declind - enhanc service admin	9kl	504931000000103	1154521000000111	9kl..00	HIV/AIDS	4
1680591000006117	chronic hepatitis annual review - enhanced services admin	9kR	362421000000102	683211000000113	9kR..00	Mild liver disease	1
1704651000006111	diabetic retinopathy screening administrative status	9m0	373031000000105	733141000000117	9m0..00	Diabetes (uncomplicated)	1
730411000000115	eligible for diabetic retinopathy screening	9m00	371781000000108	730411000000115	9m00.00	Diabetes (uncomplicated)	1
189831000000116	informed consent for diabetes national audit	9M00	113131000000107	189831000000116	9M00.00	Diabetes (uncomplicated)	1
1704681000006115	eligibility temporarily inactive for diabetic retinop screen	9m02	371841000000107	730531000000112	9m02.00	Diabetes (uncomplicated)	1
1704691000006117	eligibility permanently inactive for diabetic retinop screen	9m03	371871000000101	730591000000113	9m03.00	Diabetes (uncomplicated)	1
737331000000117	excluded from diabetic retinopathy screening	9m04	374901000000103	737331000000117	9m04.00	Diabetes (uncomplicated)	1
736731000000118	excluded from diabetic retinopathy screening as moved away	9m05	374601000000107	736731000000118	9m05.00	Diabetes (uncomplicated)	1
736791000000117	excluded from diabetic retinopathy screening as deceased	9m06	374631000000101	736791000000117	9m06.00	Diabetes (uncomplicated)	1
1704731000006113	excluded diabetc retinop screen as under care ophthalmolgist	9m07	374661000000106	736851000000117	9m07.00	Diabetes (uncomplicated)	1
736911000000111	excluded from diabetic retinopathy screening as blind	9m08	374691000000100	736911000000111	9m08.00	Diabetes (uncomplicated)	1
1704781000006114	excluded frm diabetic retinopathy screen as terminal illness	9m0C	374811000000108	737151000000110	9m0C.00	Diabetes (uncomplicated)	1
1704791000006112	excluded from diabetic retinopthy screen as learn disability	9m0D	374841000000109	737211000000115	9m0D.00	Diabetes (uncomplicated)	1
1704801000006113	excluded from diabetic retinopathy screen physical disorder	9m0E	374871000000103	737271000000113	9m0E.00	Diabetes (uncomplicated)	1
741071000000112	peripheral vascular disease monitoring invitation	9m1	376591000000106	741071000000112	9m1..00	Peripheral vascular disease	1
741131000000114	peripheral vascular disease monitoring first letter	9m10	376621000000109	741131000000114	9m10.00	Peripheral vascular disease	1
189841000000113	informed dissent for diabetes national audit	9M10	113141000000103	189841000000113	9M10.00	Diabetes (uncomplicated)	1
2231891000000112	peripheral vascular disease monitoring second letter	9m11	863151000000105	2231891000000112	9m11.00	Peripheral vascular disease	1
2231911000000110	peripheral vascular disease monitoring third letter	9m12	863161000000108	2231911000000110	9m12.00	Peripheral vascular disease	1
735971000000112	high risk of heart failure screening invitation	9m5	374231000000104	735971000000112	9m5..00	Congestive heart failure	1
2275501000000119	rheumatoid arthritis monitoring invitation	9mM	882321000000105	2275501000000119	9mM..00	Rheumatic disease	1
2275671000000111	rheumatoid arthritis monitoring invitation first letter	9mM0	882401000000106	2275671000000111	9mM0.00	Rheumatic disease	1
2275711000000112	rheumatoid arthritis monitoring invitation second letter	9mM1	882421000000102	2275711000000112	9mM1.00	Rheumatic disease	1
2275751000000111	rheumatoid arthritis monitoring invitation third letter	9mM2	882441000000109	2275751000000111	9mM2.00	Rheumatic disease	1
2275791000000115	rheumatoid arthritis monitoring verbal invitation	9mM3	882461000000105	2275791000000115	9mM3.00	Rheumatic disease	1
2275831000000110	rheumatoid arthritis monitoring telephone invitation	9mM4	882481000000101	2275831000000110	9mM4.00	Rheumatic disease	1
2549243014	seen in heart failure clinic	9N0k	416717003	2549243014	9N0k.00	Congestive heart failure	1
2549778010	seen in diabetic nurse consultant clinic	9N0m	417566006	2549778010	9N0m.00	Diabetes (uncomplicated)	1
2549069011	seen in community diabetes specialist clinic	9N0n	416554009	2549069011	9N0n.00	Diabetes (uncomplicated)	1
2549222013	seen in community diabetic specialist nurse clinic	9N0o	416696002	2549222013	9N0o.00	Diabetes (uncomplicated)	1
285239019	seen in asthma clinic	9N1d	185242005	285239019	9N1d.00	Chronic pulmonary disease	1
2159271018	seen in diabetic foot clinic	9N1i	407672007	2159271018	9N1i.00	Diabetes (uncomplicated)	1
300021000000110	seen in multidisciplinary diabetic clinic	9N1o	198841000000104	300021000000110	9N1o.00	Diabetes (uncomplicated)	1
285223014	seen in diabetic clinic	9N1Q	185229005	285223014	9N1Q.00	Diabetes (uncomplicated)	1
457231013	seen in diabetic eye clinic	9N1v	313340009	457231013	9N1v.00	Diabetes (uncomplicated)	1
1484875010	seen by diabetologist	9N2d	390842003	1484875010	9N2d.00	Diabetes (uncomplicated)	1
448261010	seen by diabetic liaison nurse	9N2i	305738006	448261010	9N2i.00	Diabetes (uncomplicated)	1
2548316014	seen by community heart failure nurse	9N2p	417359009	2548316014	9N2p.00	Congestive heart failure	1
2537052019	dna - did not attend peripheral vascular disease clinic	9N4h	413988000	2537052019	9N4h.00	Peripheral vascular disease	1
1484954015	dna - did not attend diabetic clinic	9N4I	390922008	2470341017	9N4I.00	Diabetes (uncomplicated)	1
301191000000119	did not attend diabetic retinopathy clinic	9N4p	199301000000100	301191000000119	9N4p.00	Diabetes (uncomplicated)	1
303861000000118	did not attend practice nurse heart failure clinic	9N4s	200361000000106	303861000000118	9N4s.00	Congestive heart failure	1
303361000000111	referred by heart failure nurse specialist	9N6T	200171000000102	303361000000111	9N6T.00	Congestive heart failure	1
1813871000006117	on chronic obstructive pulmonary disease supprtv cre pathway	9NgP	826111000000109	2149041000000110	9NgP.00	Chronic pulmonary disease	1
1813881000006119	on copd (chr obstruc pulmonary disease) supportv cre pathway	9NgP-1	826111000000109	2155811000000119	9NgP.11	Chronic pulmonary disease	1
300371000000111	asthma outreach clinic	9NI8	198971000000102	300371000000111	9NI8.00	Chronic pulmonary disease	1
526441000000118	did not attend chronic kidney disease monitoring clinic	9Ni9	298141000000107	526441000000118	9Ni9.00	Renal disease	2
547191000000117	did not attend diabetes structured education programme	9NiA	306861000000107	547191000000117	9NiA.00	Diabetes (uncomplicated)	1
548121000000116	did not attend dafne diabetes structured education programme	9NiC	307141000000102	548121000000116	9NiC.00	Diabetes (uncomplicated)	1
1628621000006112	did not attend desmond diabetes structured education program	9NiD	307171000000108	548141000000111	9NiD.00	Diabetes (uncomplicated)	1
548131000000119	did not attend xpert diabetes structured education programme	9NiE	307201000000109	548131000000119	9NiE.00	Diabetes (uncomplicated)	1
1690631000000113	did not attend diabetes foot screening	9NiZ	762811000000109	1690631000000113	9NiZ.00	Diabetes (uncomplicated)	1
2249831000000111	in-house diabetic foot screening	9NJy	870681000000109	2249831000000111	9NJy.00	Diabetes (uncomplicated)	1
2219551000000113	seen in chronic obstructive pulmonary disease clinic	9Nk70	857661000000104	2219551000000113	9Nk7000	Chronic pulmonary disease	1
456686014	attending diabetes clinic	9NM0	312888008	456686014	9NM0.00	Diabetes (uncomplicated)	1
2159955012	under care of diabetologist	9NN8	408391001	2159955012	9NN8.00	Diabetes (uncomplicated)	1
2159956013	under care of diabetes specialist nurse	9NN9	408392008	2159956013	9NN9.00	Diabetes (uncomplicated)	1
2159958014	under care of diabetic foot screener	9NND	408394009	2159958014	9NND.00	Diabetes (uncomplicated)	1
1139131000000117	under care of asthma specialist nurse	9NNX	698509001	2974554010	9NNX.00	Chronic pulmonary disease	1
1551091000000112	seen in cystic fibrosis clinic	9No7	698529000	2974778015	9No7.00	Chronic pulmonary disease	1
2229631000000112	seen by community hiv (human immunodeficiency virus) nurse	9Nt10	862191000000107	2229631000000112	9Nt1000	HIV/AIDS	4
967531000006119	chronic obstructive pulmonary disease monitoring admin	9Oi	713731000000102	1564971000000118	9Oi..00	Chronic pulmonary disease	1
189761000000117	chronic obstructive pulmonary disease monitoring 1st letter	9Oi0	716241000000106	1568801000000112	9Oi0.00	Chronic pulmonary disease	1
198471000000111	chronic obstructive pulmonary disease monitoring 2nd letter	9Oi1	717021000000106	1569571000000113	9Oi1.00	Chronic pulmonary disease	1
199481000000116	chronic obstructive pulmonary disease monitoring 3rd letter	9Oi2	717521000000104	1570061000000113	9Oi2.00	Chronic pulmonary disease	1
967571000006116	chronic obstructive pulmonary disease monitoring verb invite	9Oi3	716281000000103	1568831000000118	9Oi3.00	Chronic pulmonary disease	1
967581000006118	chronic obstructive pulmonary disease monitor phone invite	9Oi4	716901000000101	1569451000000115	9Oi4.00	Chronic pulmonary disease	1
21611000000113	asthma monitoring admin.	9OJ	713701000000108	1564941000000112	9OJ..00	Chronic pulmonary disease	1
285727014	attends asthma monitoring	9OJ1	185728001	285727014	9OJ1.00	Chronic pulmonary disease	1
285728016	refuses asthma monitoring	9OJ2	763221007	3638224019	9OJ2.00	Chronic pulmonary disease	1
285729012	asthma monitor offer default	9OJ3	185730004	285729012	9OJ3.00	Chronic pulmonary disease	1
496311000006117	asthma monitor 1st letter	9OJ4	185731000	285730019	9OJ4.00	Chronic pulmonary disease	1
496321000006113	asthma monitor 2nd letter	9OJ5	185732007	285731015	9OJ5.00	Chronic pulmonary disease	1
496331000006111	asthma monitor 3rd letter	9OJ6	185734008	285734011	9OJ6.00	Chronic pulmonary disease	1
496361000006119	asthma monitor verbal invite	9OJ7	185735009	285735012	9OJ7.00	Chronic pulmonary disease	1
496351000006116	asthma monitor phone invite	9OJ8	185736005	285736013	9OJ8.00	Chronic pulmonary disease	1
285737016	asthma monitoring deleted	9OJ9	185737001	285737016	9OJ9.00	Chronic pulmonary disease	1
405055018	asthma monitoring check done	9OJA	270442000	405055018	9OJA.00	Chronic pulmonary disease	1
405054019	asthma monitored	9OJA-1	270442000	405054019	9OJA.11	Chronic pulmonary disease	1
16091000000110	asthma monitoring admin.nos	9OJZ	713701000000108	1564941000000112	9OJZ.00	Chronic pulmonary disease	1
21631000000117	diabetes monitoring admin.	9OL	713671000000109	1564911000000111	9OL..00	Diabetes (uncomplicated)	1
25261000000111	diabetes clinic administration	9OL-1	713691000000108	1564931000000115	9OL..11	Diabetes (uncomplicated)	1
285751016	attends diabetes monitoring	9OL1	185753003	285751016	9OL1.00	Diabetes (uncomplicated)	1
285752011	refuses diabetes monitoring	9OL2	185754009	285752011	9OL2.00	Diabetes (uncomplicated)	1
285753018	diabetes monitoring default	9OL3	185755005	285753018	9OL3.00	Diabetes (uncomplicated)	1
616731000006114	diabetes monitoring 1st letter	9OL4	185756006	285754012	9OL4.00	Diabetes (uncomplicated)	1
616741000006116	diabetes monitoring 2nd letter	9OL5	185757002	285755013	9OL5.00	Diabetes (uncomplicated)	1
616751000006119	diabetes monitoring 3rd letter	9OL6	185758007	285756014	9OL6.00	Diabetes (uncomplicated)	1
616711000006115	diabetes monitor.verbal invite	9OL7	185759004	285757017	9OL7.00	Diabetes (uncomplicated)	1
616701000006118	diabetes monitor.phone invite	9OL8	185760009	285758010	9OL8.00	Diabetes (uncomplicated)	1
616691000006118	diabetes monitor. check done	9OLA	270445003	405056017	9OLA.00	Diabetes (uncomplicated)	1
405057014	diabetes monitored	9OLA-1	270445003	405057014	9OLA.11	Diabetes (uncomplicated)	1
2533102013	attended diabetes structured education programme	9OLB	413597006	2533102013	9OLB.00	Diabetes (uncomplicated)	1
2549901010	diabetic patient unsuitable for digital retinal photography	9OLD	417681008	2549901010	9OLD.00	Diabetes (uncomplicated)	1
532331000000119	diabetes structured education programme completed	9OLF	755491000000100	1662411000000116	9OLF.00	Diabetes (uncomplicated)	1
546001000000113	attended xpert diabetes structured education programme	9OLG	306401000000106	546001000000113	9OLG.00	Diabetes (uncomplicated)	1
