medcodeid	term	originalreadcode	snomedctconceptid	snomedctdescriptionid	readcode	condition	score
2533733015	drug dependence home detoxification contraindicated	8I2N	414055003	2533733015	8I2N.00	Drug abuse	1
1780252014	hypertension treatment refused	8I3N	401047000	1780252014	8I3N.00	Hypertension (uncomplicated)	1
2474309019	diabetic foot examination declined	8I3W	412752009	2474309019	8I3W.00	Diabetes (uncomplicated)	1
2474671011	diabetic retinopathy screening refused	8I3X	413122001	2474671011	8I3X.00	Diabetes (uncomplicated)	1
2548633012	patient held diabetic record declined	8I57	763782001	3643843012	8I57.00	Diabetes (uncomplicated)	1
2159960011	diabetic retinopathy screening not indicated	8I6F	408396006	2159960011	8I6F.00	Diabetes (uncomplicated)	1
2159961010	diabetic foot examination not indicated	8I6G	408397002	2159961010	8I6G.00	Diabetes (uncomplicated)	1
547331000000115	did not complete diabetes structured education programme	8I81	306931000000106	547331000000115	8I81.00	Diabetes (uncomplicated)	1
547441000000118	did not complete dafne diabetes structured education program	8I82	306961000000101	547441000000118	8I82.00	Diabetes (uncomplicated)	1
1627291000006113	did not complete desmond diabetes structured educat program	8I83	306991000000107	547511000000115	8I83.00	Diabetes (uncomplicated)	1
1628311000006111	did not complete xpert diabetes structured education program	8I84	307021000000105	547581000000110	8I84.00	Diabetes (uncomplicated)	1
2283241000000113	diabetes structured education programme not available	8I94	885931000000100	2283241000000113	8I94.00	Diabetes (uncomplicated)	1
535591000000118	trial withdrawal of antihypertensive therapy declined	8IA5	302051000000102	535591000000118	8IA5.00	Hypertension (uncomplicated)	1
1148911000000119	multiple sclerosis review declined	8IAb	515931000000104	1148911000000119	8IAb.00	Other neurological disorders	1
1704281000006117	brief intervention for excessive alcohol consumptn declined	8IAF	379411000000105	747421000000114	8IAF.00	Alcohol abuse	1
1176301000000117	contraceptive advice for patients with epilepsy declined	8IAg	527091000000103	1176301000000117	8IAg.00	Other neurological disorders	1
1176341000000119	pre-conception advice for patients with epilepsy declined	8IAh	527111000000108	1176341000000119	8IAh.00	Other neurological disorders	1
1176381000000110	pregnancy advice for patients with epilepsy declined	8IAi	527131000000100	1176381000000110	8IAi.00	Other neurological disorders	1
750531000000113	declined referral to specialist alcohol treatment service	8IAJ	380861000000109	750531000000113	8IAJ.00	Alcohol abuse	1
1658941000000115	diabetic dietary review declined	8IAs	754141000000100	1658941000000115	8IAs.00	Diabetes (uncomplicated)	1
1754191000006119	extended interven for excessive alcohol consumption declined	8IAt	754831000000102	1660641000000118	8IAt.00	Alcohol abuse	1
1741271000006111	contraceptiv advice for patients with epilepsy not indicated	8IB2	527001000000105	1176161000000115	8IB2.00	Other neurological disorders	1
1693911000000115	referral to heart failure education group declined	8IE0	763641000000102	1693911000000115	8IE0.00	Congestive heart failure	1
1734081000000112	referral to heart failure exercise programme declined	8IE1	704097008	3011446018	8IE1.00	Congestive heart failure	1
1759911000000118	diabetes care plan declined	8IE2	787061000000100	1759911000000118	8IE2.00	Diabetes (uncomplicated)	1
1736031000000116	substance misuse assessment declined	8IE7	777101000000108	1736031000000116	8IE7.00	Drug abuse	1
1868141000006110	referral to dafne diabetes structured educn prog declined	8IEa	860981000000106	2262201000000116	8IEa.00	Diabetes (uncomplicated)	1
1784651000006110	ref multidisciplinary stroke function improvement declined	8IEC	781731000000103	1747751000000110	8IEC.00	Other neurological disorders	1
2176771000000110	referral to community diabetes specialist nurse declined	8IEQ	838731000000104	2176771000000110	8IEQ.00	Diabetes (uncomplicated)	1
1885981000006112	chronic obstructive pulmon dis wr self managem plan declined	8IEy	857811000000102	2219921000000111	8IEy.00	Chronic pulmonary disease	1
2219861000000114	chronic obstructive pulmonary disease rescue pack declined	8IEZ	857791000000103	2219861000000114	8IEZ.00	Chronic pulmonary disease	1
284213011	renal transplant planned	8L50	183985008	284213011	8L50.00	Renal disease	1
1753501000000111	liver transplant planned	8LH	704201006	3011001010	8LH..00	Liver disease	1
2220161000000117	provision of written information about diabetes and driving	8OA3	857921000000103	2220161000000117	8OA3.00	Diabetes (uncomplicated)	1
2278971000000111	provision of written information about atrial fibrillation	8OAD	699833006	2986139019	8OAD.00	Cardiac arrythmia	1
2159854012	diabetes key contact	918T	932321000000105	2388971000000113	918T.00	Diabetes (uncomplicated)	1
2159969012	patient held diabetic record issued	9360	408405001	2159969012	9360.00	Diabetes (uncomplicated)	1
308071000000112	patient consent given for addition to diabetic register	93C4	202151000000105	308071000000112	93C4.00	Diabetes (uncomplicated)	1
2160025013	diabetic medicine	9b920	408475000	2160025013	9b92000	Diabetes (uncomplicated)	1
213661000000112	haemophilia - specialty	9b931	408442008	213661000000112	9b93100	Coagulopathy	1
1785171000006113	gp ooh service notified of copd care plan	9e03	783631000000109	1752261000000117	9e03.00	Chronic pulmonary disease	1
138981000000113	exception reporting: stroke quality indicators	9h2	716331000000108	1568881000000119	9h2..00	Other neurological disorders	1
139081000000117	excepted from stroke quality indicators: patient unsuitable	9h21	716581000000101	1569131000000118	9h21.00	Other neurological disorders	1
139091000000115	excepted from stroke quality indicators: informed dissent	9h22	716021000000109	1568581000000116	9h22.00	Other neurological disorders	1
139001000000110	exception reporting: diabetes quality indicators	9h4	716911000000104	1569461000000117	9h4..00	Diabetes (uncomplicated)	1
931191000006110	excepted from diabetes qual indicators: patient unsuitable	9h41	717421000000100	1569961000000114	9h41.00	Diabetes (uncomplicated)	1
139121000000119	excepted from diabetes quality indicators: informed dissent	9h42	716031000000106	1568591000000119	9h42.00	Diabetes (uncomplicated)	1
1754911000006114	excepted from diabetes qual indicators: service unavailable	9h43	750721000000102	1650891000000116	9h43.00	Diabetes (uncomplicated)	1
139011000000112	exception reporting: copd quality indicators	9h5	717591000000101	1570121000000118	9h5..00	Chronic pulmonary disease	1
139131000000117	excepted from copd quality indicators: patient unsuitable	9h51	716311000000100	1568861000000111	9h51.00	Chronic pulmonary disease	1
139141000000114	excepted from copd quality indicators: informed dissent	9h52	716291000000101	1568841000000110	9h52.00	Chronic pulmonary disease	1
139021000000118	exception reporting: epilepsy quality indicators	9h6	717681000000102	1570211000000116	9h6..00	Other neurological disorders	1
2534096013	depression annual review	9H90	413972000	2534096013	9H90.00	Depression	1
2534092010	depression medication review	9H91	413974004	2534092010	9H91.00	Depression	1
2534091015	depression interim review	9H92	413973005	2534091015	9H92.00	Depression	1
139051000000111	exception reporting: asthma quality indicators	9hA	715801000000103	1568361000000118	9hA..00	Chronic pulmonary disease	1
2474715017	on depression register	9HA0	413169006	2474715017	9HA0.00	Depression	1
157901000000115	excepted from asthma quality indicators: patient unsuitable	9hA1	717291000000103	1569831000000113	9hA1.00	Chronic pulmonary disease	1
137491000000115	excepted from asthma quality indicators: informed dissent	9hA2	716491000000100	1569041000000114	9hA2.00	Chronic pulmonary disease	1
2533634017	substance misuse monitoring	9HC	415662004	2533634017	9HC..00	Drug abuse	1
2533726015	substance misuse clinical management plan agreed	9HC2	415659002	2533726015	9HC2.00	Drug abuse	1
300081000000111	substance misuse clinical management plan reviewed	9HC3	198861000000103	300081000000111	9HC3.00	Drug abuse	1
305701000000112	substance misuse treatment withdrawn	9HC4	201091000000109	305701000000112	9HC4.00	Drug abuse	1
305731000000118	substance misuse treatment programme completed	9HC5	201101000000101	305731000000118	9HC5.00	Drug abuse	1
530931000000116	substance misuse treatment declined	9HC6	299881000000104	530931000000116	9HC6.00	Drug abuse	1
294171000000112	exception reporting: atrial fibrillation quality indicators	9hF	716871000000101	1569421000000113	9hF..00	Cardiac arrythmia	1
1000031000006118	excepted from atrial fibrillation qual indic: inform dissent	9hF1	717381000000109	1569921000000118	9hF1.00	Cardiac arrythmia	1
407441000000115	exception reporting: heart failure quality indicators	9hH	715951000000107	1568511000000111	9hH..00	Congestive heart failure	1
1561941000006119	excepted heart failure quality indicators: patient unsuitabl	9hH0	717481000000104	1570021000000117	9hH0.00	Congestive heart failure	1
1561951000006117	excepted heart failure quality indicators: informed dissent	9hH1	717491000000102	1570031000000115	9hH1.00	Congestive heart failure	1
1667951000000110	excepted from obesity quality indicators: patient unsuitable	9hN0	753751000000103	1667951000000110	9hN0.00	Obesity	1
1667961000000113	excepted from obesity quality indicators: informed dissent	9hN1	753771000000107	1667961000000113	9hN1.00	Obesity	1
1785221000006119	exception reporting: rheumatoid arthritis quality indicators	9hR	805941000000105	1801791000000117	9hR..00	Rheumatoid arthritis and collagen diseases	1
1785231000006116	except rheumatoid arthritis quality indicator: pt unsuitable	9hR0	805961000000106	1801831000000112	9hR0.00	Rheumatoid arthritis and collagen diseases	1
1785241000006114	except rheumatoid arthritis qual indicator: informed dissent	9hR1	805981000000102	1801871000000114	9hR1.00	Rheumatoid arthritis and collagen diseases	1
236441000000113	alcohol misuse - enhanced services administration	9k1	166251000000100	1153251000000119	9k1..00	Drug abuse	1
226571000000116	alcohol misuse - enhanced service completed	9k12	166471000000105	1154571000000110	9k12.00	Drug abuse	1
2534258017	alcohol counselling by other agencies	9k14	527961000000108	1179611000000117	9k14.00	Alcohol abuse	1
1680131000006113	extended intervention for excessive alcohol consumptn complt	9k1B	366421000000103	691701000000115	9k1B.00	Alcohol abuse	1
226411000000110	depression - enhanced services administration	9k4	166291000000108	1154541000000116	9k4..00	Depression	1
1716731000006118	smr25a drug misuse initial assessment form	9K4	503771000000102	1119321000000114	9K4..00	Drug abuse	1
226581000000119	depression - enhanced service completed	9k40	166481000000107	1154701000000110	9k40.00	Depression	1
235741000000110	drug misuse - enhanced services administration	9k5	176811000000105	1153381000000116	9k5..00	Drug abuse	1
237641000000113	drug misuse - enhanced service completed	9k50	176831000000102	1154721000000118	9k50.00	Drug abuse	1
1704461000006111	shared care drug misuse treatment - enhanced services admin	9k51	372511000000103	1153451000000115	9k51.00	Drug abuse	1
1153451000000115	shared care drug misuse treatment	9k51-1	372511000000103	1153451000000115	9k51.11	Drug abuse	1
1704471000006116	drug misuse treatment primary care - enhanced services admin	9k52	372541000000102	1153431000000110	9k52.00	Drug abuse	1
1714461000006113	pharmacy attended for drug misuse - enhanced services admin	9k53	507041000000101	1153411000000119	9k53.00	Drug abuse	1
1704521000006118	copd - enhanced services administration	9kf	374591000000101	1152521000000118	9kf..00	Chronic pulmonary disease	1
1704531000006115	copd patient unsuitable for pulmonary rehab - enh serv admin	9kf0	371611000000107	1152601000000114	9kf0.00	Chronic pulmonary disease	1
1704541000006113	copd patient unsuitable for pulmonary rehabilitation	9kf0-1	371611000000107	1152601000000114	9kf0.11	Chronic pulmonary disease	1
1704561000006112	refer copd structured smoking assessment - enhanc serv admin	9kf1	375851000000108	739301000000115	9kf1.00	Chronic pulmonary disease	1
1704551000006110	referred for copd structured smoking assessment	9kf1-1	375851000000108	739301000000115	9kf1.11	Chronic pulmonary disease	1
1704571000006117	copd structured smoking assessment declined - enh serv admin	9kf2	375911000000102	739421000000116	9kf2.00	Chronic pulmonary disease	1
1704581000006119	copd structured smoking assessment declined	9kf2-1	375911000000102	739421000000116	9kf2.11	Chronic pulmonary disease	1
979461000006111	spec serv for pat with multiple sclerosis - enh serv admin	9kG	166411000000100	1154041000000111	9kG..00	Other neurological disorders	1
1715721000006111	hiv pos gen health check serv declind - enhanc service admin	9kl	504931000000103	1154521000000111	9kl..00	HIV/AIDS	1
1680571000006118	on full dose long term treatment depression - enh serv admin	9kQ	361761000000106	681801000000113	9kQ..00	Depression	1
1680591000006117	chronic hepatitis annual review - enhanced services admin	9kR	362421000000102	683211000000113	9kR..00	Liver disease	1
1680621000006115	drug misuse assessment declined - enhanced services administ	9kS	362451000000107	683271000000115	9kS..00	Drug abuse	1
1680661000006114	hepatitis c screening positive - enhanced services admin	9kV	362751000000101	683911000000119	9kV..00	Liver disease	1
683911000000119	hepatitis c screening positive	9kV-1	362751000000101	683911000000119	9kV..11	Liver disease	1
1680701000006118	hepatitis status 6 months post treatment - enhanced serv adm	9kX	355741000000101	1154311000000113	9kX..00	Liver disease	1
1680731000006114	hepatitis b screening positive - enhanced services admin	9kZ	356121000000100	728581000000110	9kZ..00	Liver disease	1
669601000000113	hepatitis b screening positive	9kZ-1	356121000000100	669601000000113	9kZ..11	Liver disease	1
1704651000006111	diabetic retinopathy screening administrative status	9m0	373031000000105	733141000000117	9m0..00	Diabetes (uncomplicated)	1
730411000000115	eligible for diabetic retinopathy screening	9m00	371781000000108	730411000000115	9m00.00	Diabetes (uncomplicated)	1
189831000000116	informed consent for diabetes national audit	9M00	113131000000107	189831000000116	9M00.00	Diabetes (uncomplicated)	1
1704681000006115	eligibility temporarily inactive for diabetic retinop screen	9m02	371841000000107	730531000000112	9m02.00	Diabetes (uncomplicated)	1
1704691000006117	eligibility permanently inactive for diabetic retinop screen	9m03	371871000000101	730591000000113	9m03.00	Diabetes (uncomplicated)	1
737331000000117	excluded from diabetic retinopathy screening	9m04	374901000000103	737331000000117	9m04.00	Diabetes (uncomplicated)	1
736731000000118	excluded from diabetic retinopathy screening as moved away	9m05	374601000000107	736731000000118	9m05.00	Diabetes (uncomplicated)	1
736791000000117	excluded from diabetic retinopathy screening as deceased	9m06	374631000000101	736791000000117	9m06.00	Diabetes (uncomplicated)	1
1704731000006113	excluded diabetc retinop screen as under care ophthalmolgist	9m07	374661000000106	736851000000117	9m07.00	Diabetes (uncomplicated)	1
736911000000111	excluded from diabetic retinopathy screening as blind	9m08	374691000000100	736911000000111	9m08.00	Diabetes (uncomplicated)	1
1704781000006114	excluded frm diabetic retinopathy screen as terminal illness	9m0C	374811000000108	737151000000110	9m0C.00	Diabetes (uncomplicated)	1
1704791000006112	excluded from diabetic retinopthy screen as learn disability	9m0D	374841000000109	737211000000115	9m0D.00	Diabetes (uncomplicated)	1
1704801000006113	excluded from diabetic retinopathy screen physical disorder	9m0E	374871000000103	737271000000113	9m0E.00	Diabetes (uncomplicated)	1
741071000000112	peripheral vascular disease monitoring invitation	9m1	376591000000106	741071000000112	9m1..00	Peripheral vascular disease	1
741131000000114	peripheral vascular disease monitoring first letter	9m10	376621000000109	741131000000114	9m10.00	Peripheral vascular disease	1
189841000000113	informed dissent for diabetes national audit	9M10	113141000000103	189841000000113	9M10.00	Diabetes (uncomplicated)	1
2231891000000112	peripheral vascular disease monitoring second letter	9m11	863151000000105	2231891000000112	9m11.00	Peripheral vascular disease	1
2231911000000110	peripheral vascular disease monitoring third letter	9m12	863161000000108	2231911000000110	9m12.00	Peripheral vascular disease	1
735971000000112	high risk of heart failure screening invitation	9m5	374231000000104	735971000000112	9m5..00	Congestive heart failure	1
1674381000000115	multiple sclerosis monitoring first letter	9mD0	759051000000102	1674381000000115	9mD0.00	Other neurological disorders	1
1674661000000118	multiple sclerosis monitoring second letter	9mD1	759091000000105	1674661000000118	9mD1.00	Other neurological disorders	1
2275501000000119	rheumatoid arthritis monitoring invitation	9mM	882321000000105	2275501000000119	9mM..00	Rheumatoid arthritis and collagen diseases	1
2275671000000111	rheumatoid arthritis monitoring invitation first letter	9mM0	882401000000106	2275671000000111	9mM0.00	Rheumatoid arthritis and collagen diseases	1
2275711000000112	rheumatoid arthritis monitoring invitation second letter	9mM1	882421000000102	2275711000000112	9mM1.00	Rheumatoid arthritis and collagen diseases	1
2275751000000111	rheumatoid arthritis monitoring invitation third letter	9mM2	882441000000109	2275751000000111	9mM2.00	Rheumatoid arthritis and collagen diseases	1
2275791000000115	rheumatoid arthritis monitoring verbal invitation	9mM3	882461000000105	2275791000000115	9mM3.00	Rheumatoid arthritis and collagen diseases	1
2275831000000110	rheumatoid arthritis monitoring telephone invitation	9mM4	882481000000101	2275831000000110	9mM4.00	Rheumatoid arthritis and collagen diseases	1
2549243014	seen in heart failure clinic	9N0k	416717003	2549243014	9N0k.00	Congestive heart failure	1
2549778010	seen in diabetic nurse consultant clinic	9N0m	417566006	2549778010	9N0m.00	Diabetes (uncomplicated)	1
2549069011	seen in community diabetes specialist clinic	9N0n	416554009	2549069011	9N0n.00	Diabetes (uncomplicated)	1
2549222013	seen in community diabetic specialist nurse clinic	9N0o	416696002	2549222013	9N0o.00	Diabetes (uncomplicated)	1
285239019	seen in asthma clinic	9N1d	185242005	285239019	9N1d.00	Chronic pulmonary disease	1
2159271018	seen in diabetic foot clinic	9N1i	407672007	2159271018	9N1i.00	Diabetes (uncomplicated)	1
300021000000110	seen in multidisciplinary diabetic clinic	9N1o	198841000000104	300021000000110	9N1o.00	Diabetes (uncomplicated)	1
285223014	seen in diabetic clinic	9N1Q	185229005	285223014	9N1Q.00	Diabetes (uncomplicated)	1
457231013	seen in diabetic eye clinic	9N1v	313340009	457231013	9N1v.00	Diabetes (uncomplicated)	1
153941000006118	seen in hypertension clinic	9N1y2	185264001	285265015	9N1y200	Hypertension (uncomplicated)	1
2264491000000115	seen in drug misuse clinic	9N1yJ	700187009	2989521019	9N1yJ00	Drug abuse	1
459175010	seen by cardiac pacemaker technician	9N2b	314775002	459175010	9N2b.00	Cardiac arrythmia	1
1484875010	seen by diabetologist	9N2d	390842003	1484875010	9N2d.00	Diabetes (uncomplicated)	1
448261010	seen by diabetic liaison nurse	9N2i	305738006	448261010	9N2i.00	Diabetes (uncomplicated)	1
2548316014	seen by community heart failure nurse	9N2p	417359009	2548316014	9N2p.00	Congestive heart failure	1
2537052019	dna - did not attend peripheral vascular disease clinic	9N4h	413988000	2537052019	9N4h.00	Peripheral vascular disease	1
2537051014	dna - did not attend substance misuse clinic	9N4i	413989008	2537051014	9N4i.00	Drug abuse	1
1484954015	dna - did not attend diabetic clinic	9N4I	390922008	2470341017	9N4I.00	Diabetes (uncomplicated)	1
301191000000119	did not attend diabetic retinopathy clinic	9N4p	199301000000100	301191000000119	9N4p.00	Diabetes (uncomplicated)	1
303861000000118	did not attend practice nurse heart failure clinic	9N4s	200361000000106	303861000000118	9N4s.00	Congestive heart failure	1
303361000000111	referred by heart failure nurse specialist	9N6T	200171000000102	303361000000111	9N6T.00	Congestive heart failure	1
1122111000000117	declined consent for notification of drug misuse	9NdN	505091000000102	1122111000000117	9NdN.00	Drug abuse	1
1813871000006117	on chronic obstructive pulmonary disease supprtv cre pathway	9NgP	826111000000109	2149041000000110	9NgP.00	Chronic pulmonary disease	1
1813881000006119	on copd (chr obstruc pulmonary disease) supportv cre pathway	9NgP-1	826111000000109	2155811000000119	9NgP.11	Chronic pulmonary disease	1
2157051000000119	on hepatitis c treatment plan	9NgR	829731000000106	2157051000000119	9NgR.00	Liver disease	1
300371000000111	asthma outreach clinic	9NI8	198971000000102	300371000000111	9NI8.00	Chronic pulmonary disease	1
526441000000118	did not attend chronic kidney disease monitoring clinic	9Ni9	298141000000107	526441000000118	9Ni9.00	Renal disease	1
547191000000117	did not attend diabetes structured education programme	9NiA	306861000000107	547191000000117	9NiA.00	Diabetes (uncomplicated)	1
548121000000116	did not attend dafne diabetes structured education programme	9NiC	307141000000102	548121000000116	9NiC.00	Diabetes (uncomplicated)	1
1628621000006112	did not attend desmond diabetes structured education program	9NiD	307171000000108	548141000000111	9NiD.00	Diabetes (uncomplicated)	1
548131000000119	did not attend xpert diabetes structured education programme	9NiE	307201000000109	548131000000119	9NiE.00	Diabetes (uncomplicated)	1
1690631000000113	did not attend diabetes foot screening	9NiZ	762811000000109	1690631000000113	9NiZ.00	Diabetes (uncomplicated)	1
2249831000000111	in-house diabetic foot screening	9NJy	870681000000109	2249831000000111	9NJy.00	Diabetes (uncomplicated)	1
2219551000000113	seen in chronic obstructive pulmonary disease clinic	9Nk70	857661000000104	2219551000000113	9Nk7000	Chronic pulmonary disease	1
456686014	attending diabetes clinic	9NM0	312888008	456686014	9NM0.00	Diabetes (uncomplicated)	1
216585018	under care of community alcohol team	9NN2	135827004	216585018	9NN2.00	Alcohol abuse	1
2159955012	under care of diabetologist	9NN8	408391001	2159955012	9NN8.00	Diabetes (uncomplicated)	1
2159956013	under care of diabetes specialist nurse	9NN9	408392008	2159956013	9NN9.00	Diabetes (uncomplicated)	1
2159958014	under care of diabetic foot screener	9NND	408394009	2159958014	9NND.00	Diabetes (uncomplicated)	1
1139131000000117	under care of asthma specialist nurse	9NNX	698509001	2974554010	9NNX.00	Chronic pulmonary disease	1
1063801000000119	seen in substance misuse clinic	9No5	494041000000102	1063801000000119	9No5.00	Drug abuse	1
1551091000000112	seen in cystic fibrosis clinic	9No7	698529000	2974778015	9No7.00	Chronic pulmonary disease	1
2229631000000112	seen by community hiv (human immunodeficiency virus) nurse	9Nt10	862191000000107	2229631000000112	9Nt1000	HIV/AIDS	1
2548491016	epilepsy monitoring verbal invite	9Of3	416090009	2548491016	9Of3.00	Other neurological disorders	1
406781000000119	epilepsy monitoring telephone invite	9Of4	248371000000106	406781000000119	9Of4.00	Other neurological disorders	1
307861000000113	epilepsy monitoring call first letter	9Of5	202061000000107	307861000000113	9Of5.00	Other neurological disorders	1
307881000000116	epilepsy monitoring call second letter	9Of6	202071000000100	307881000000116	9Of6.00	Other neurological disorders	1
967531000006119	chronic obstructive pulmonary disease monitoring admin	9Oi	713731000000102	1564971000000118	9Oi..00	Chronic pulmonary disease	1
21601000000111	hypertension monitoring admin.	9OI	713641000000103	1564881000000111	9OI..00	Hypertension (uncomplicated)	1
26091000000116	hypertension clinic admin.	9OI-1	713661000000102	1564901000000114	9OI..11	Hypertension (uncomplicated)	1
189761000000117	chronic obstructive pulmonary disease monitoring 1st letter	9Oi0	716241000000106	1568801000000112	9Oi0.00	Chronic pulmonary disease	1
198471000000111	chronic obstructive pulmonary disease monitoring 2nd letter	9Oi1	717021000000106	1569571000000113	9Oi1.00	Chronic pulmonary disease	1
199481000000116	chronic obstructive pulmonary disease monitoring 3rd letter	9Oi2	717521000000104	1570061000000113	9Oi2.00	Chronic pulmonary disease	1
967571000006116	chronic obstructive pulmonary disease monitoring verb invite	9Oi3	716281000000103	1568831000000118	9Oi3.00	Chronic pulmonary disease	1
967581000006118	chronic obstructive pulmonary disease monitor phone invite	9Oi4	716901000000101	1569451000000115	9Oi4.00	Chronic pulmonary disease	1
405053013	hypertension monitored	9OIA-1	270440008	405053013	9OIA.11	Hypertension (uncomplicated)	1
225971000000116	hypothyroidism monitoring administration	9Oj	713741000000106	1564981000000116	9Oj..00	Hypothyroidism	1
21611000000113	asthma monitoring admin.	9OJ	713701000000108	1564941000000112	9OJ..00	Chronic pulmonary disease	1
2533422017	hypothyroidism monitoring first letter	9Oj0	414439002	2533422017	9Oj0.00	Hypothyroidism	1
2533534011	hypothyroidism monitoring second letter	9Oj1	414441001	2533534011	9Oj1.00	Hypothyroidism	1
285727014	attends asthma monitoring	9OJ1	185728001	285727014	9OJ1.00	Chronic pulmonary disease	1
2533420013	hypothyroidism monitoring third letter	9Oj2	414442008	2533420013	9Oj2.00	Hypothyroidism	1
285728016	refuses asthma monitoring	9OJ2	763221007	3638224019	9OJ2.00	Chronic pulmonary disease	1
2548835019	hypothyroidism monitoring verbal invite	9Oj3	416326003	2548835019	9Oj3.00	Hypothyroidism	1
285729012	asthma monitor offer default	9OJ3	185730004	285729012	9OJ3.00	Chronic pulmonary disease	1
406721000000115	hypothyroidism monitoring telephone invitation	9Oj4	248341000000100	406721000000115	9Oj4.00	Hypothyroidism	1
496311000006117	asthma monitor 1st letter	9OJ4	185731000	285730019	9OJ4.00	Chronic pulmonary disease	1
496321000006113	asthma monitor 2nd letter	9OJ5	185732007	285731015	9OJ5.00	Chronic pulmonary disease	1
496331000006111	asthma monitor 3rd letter	9OJ6	185734008	285734011	9OJ6.00	Chronic pulmonary disease	1
496361000006119	asthma monitor verbal invite	9OJ7	185735009	285735012	9OJ7.00	Chronic pulmonary disease	1
496351000006116	asthma monitor phone invite	9OJ8	185736005	285736013	9OJ8.00	Chronic pulmonary disease	1
285737016	asthma monitoring deleted	9OJ9	185737001	285737016	9OJ9.00	Chronic pulmonary disease	1
405055018	asthma monitoring check done	9OJA	270442000	405055018	9OJA.00	Chronic pulmonary disease	1
405054019	asthma monitored	9OJA-1	270442000	405054019	9OJA.11	Chronic pulmonary disease	1
16091000000110	asthma monitoring admin.nos	9OJZ	713701000000108	1564941000000112	9OJZ.00	Chronic pulmonary disease	1
21621000000119	obesity monitoring admin.	9OK	713951000000106	1565191000000115	9OK..00	Obesity	1
26111000000114	obesity clinic administration	9OK-1	713971000000102	1565211000000116	9OK..11	Obesity	1
285741017	attends obesity monitoring	9OK1	185741002	285741017	9OK1.00	Obesity	1
285742012	refuses obesity monitoring	9OK2	763085007	3637819012	9OK2.00	Obesity	1
285743019	obesity monitoring default	9OK3	185743004	285743019	9OK3.00	Obesity	1
270301000006112	obesity monitoring 1st letter	9OK4	185744005	285744013	9OK4.00	Obesity	1
270311000006110	obesity monitoring 2nd letter	9OK5	185745006	285745014	9OK5.00	Obesity	1
270321000006119	obesity monitoring 3rd letter	9OK6	185746007	285746010	9OK6.00	Obesity	1
270381000006115	obesity monitoring verbal inv.	9OK7	185747003	285747018	9OK7.00	Obesity	1
270281000006113	obesity monitor phone invite	9OK8	185748008	285748011	9OK8.00	Obesity	1
285750015	obesity monitoring check done	9OKA	185750000	285750015	9OKA.00	Obesity	1
16131000000113	obesity monitoring admin.nos	9OKZ	713951000000106	1565191000000115	9OKZ.00	Obesity	1
21631000000117	diabetes monitoring admin.	9OL	713671000000109	1564911000000111	9OL..00	Diabetes (uncomplicated)	1
25261000000111	diabetes clinic administration	9OL-1	713691000000108	1564931000000115	9OL..11	Diabetes (uncomplicated)	1
285751016	attends diabetes monitoring	9OL1	185753003	285751016	9OL1.00	Diabetes (uncomplicated)	1
285752011	refuses diabetes monitoring	9OL2	185754009	285752011	9OL2.00	Diabetes (uncomplicated)	1
285753018	diabetes monitoring default	9OL3	185755005	285753018	9OL3.00	Diabetes (uncomplicated)	1
616731000006114	diabetes monitoring 1st letter	9OL4	185756006	285754012	9OL4.00	Diabetes (uncomplicated)	1
616741000006116	diabetes monitoring 2nd letter	9OL5	185757002	285755013	9OL5.00	Diabetes (uncomplicated)	1
616751000006119	diabetes monitoring 3rd letter	9OL6	185758007	285756014	9OL6.00	Diabetes (uncomplicated)	1
616711000006115	diabetes monitor.verbal invite	9OL7	185759004	285757017	9OL7.00	Diabetes (uncomplicated)	1
616701000006118	diabetes monitor.phone invite	9OL8	185760009	285758010	9OL8.00	Diabetes (uncomplicated)	1
616691000006118	diabetes monitor. check done	9OLA	270445003	405056017	9OLA.00	Diabetes (uncomplicated)	1
405057014	diabetes monitored	9OLA-1	270445003	405057014	9OLA.11	Diabetes (uncomplicated)	1
2533102013	attended diabetes structured education programme	9OLB	413597006	2533102013	9OLB.00	Diabetes (uncomplicated)	1
2549901010	diabetic patient unsuitable for digital retinal photography	9OLD	417681008	2549901010	9OLD.00	Diabetes (uncomplicated)	1
532331000000119	diabetes structured education programme completed	9OLF	755491000000100	1662411000000116	9OLF.00	Diabetes (uncomplicated)	1
546001000000113	attended xpert diabetes structured education programme	9OLG	306401000000106	546001000000113	9OLG.00	Diabetes (uncomplicated)	1
546071000000117	attended dafne diabetes structured education programme	9OLH	306441000000109	546071000000117	9OLH.00	Diabetes (uncomplicated)	1
546151000000110	dafne diabetes structured education programme completed	9OLJ	306471000000103	546151000000110	9OLJ.00	Diabetes (uncomplicated)	1
546221000000114	desmond diabetes structured education programme completed	9OLK	306501000000105	546221000000114	9OLK.00	Diabetes (uncomplicated)	1
546291000000112	xpert diabetes structured education programme completed	9OLL	306531000000104	546291000000112	9OLL.00	Diabetes (uncomplicated)	1
546471000000114	diabetes structured education programme declined	9OLM	306591000000103	546471000000114	9OLM.00	Diabetes (uncomplicated)	1
1755441000006119	diabetes monitor invitation by sms (short message service)	9OLN	705072004	3022978015	9OLN.00	Diabetes (uncomplicated)	1
16171000000110	diabetes monitoring admin.nos	9OLZ	713671000000109	1564911000000111	9OLZ.00	Diabetes (uncomplicated)	1
