"ProdCodeId"	"dmdid"	"Term.from.EMIS"	"ProductName"	"Formulation"	"RouteOfAdministration"	"DrugSubstanceName"	"SubstanceStrength"	"BNFChapter"	"Release"
"1278541000033116"	"2898611000001107"	"Sevredol 10mg tablets (Napp Pharmaceuticals Ltd)"	"Sevredol 10mg tablets"	"Tablet"	"Oral"	"Morphine sulfate"	"10.000mg"	"4070200"	""
"936441000033115"	"322708003"	"Morphine 10mg tablets"	"Morphine 10mg tablets"	"Tablet"	"Oral"	"Morphine sulfate"	"10.000mg"	"4070200"	""
"939541000033110"	"322709006"	"Morphine 20mg tablets"	"Morphine 20mg tablets"	"Tablet"	"Oral"	"Morphine sulfate"	"20.000mg"	"4070200"	""
"1278641000033115"	"3077311000001103"	"Sevredol 20mg tablets (Napp Pharmaceuticals Ltd)"	"Sevredol 20mg tablets"	"Tablet"	"Oral"	"Morphine sulfate"	"20.000mg"	"4070200"	""
"1276641000033119"	"3079311000001108"	"Sevredol 50mg tablets (Napp Pharmaceuticals Ltd)"	"Sevredol 50mg tablets"	"Tablet"	"Oral"	"Morphine sulfate"	"50.000mg"	"4070200"	""
"938241000033117"	"322728004"	"Morphine 50mg tablets"	"Morphine 50mg tablets"	"Tablet"	"Oral"	"Morphine sulfate"	"50.000mg"	"4070200"	""
"459341000033117"	"348125006"	"Diamorphine hydrochloride powder"	"Diamorphine hydrochloride powder"	"Not applicable"	"Route of administration not applicable"	"Diamorphine hydrochloride"	"1.000mg/1.000mg"	""	""
"3964541000033113"	"354044003"	"Morphine sulfate 15mg/1ml solution for injection ampoules"	"Morphine sulfate 15mg/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Morphine sulfate"	"15.000mg/1.000ml"	"4070200"	""
"931741000033115"	"3521311000001108"	"Morphine sulfate 10mg/5ml oral solution unit dose vials sugar free"	"Morphine sulfate 10mg/5ml oral solution unit dose vials sugar free"	"Oral solution"	"Oral"	"Morphine sulfate"	"2.000mg/1.000ml"	""	""
"1014441000033110"	"3331611000001103"	"Oramorph 10mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)"	"Oramorph 10mg/5ml oral solution unit dose vials"	"Oral solution"	"Oral"	"Morphine sulfate"	"2.000mg/1.000ml"	""	""
"931841000033113"	"3631411000001108"	"Morphine sulfate 100mg/5ml oral solution unit dose vials sugar free"	"Morphine sulfate 100mg/5ml oral solution unit dose vials sugar free"	"Oral solution"	"Oral"	"Morphine sulfate"	"20.000mg/1.000ml"	""	""
"1014541000033111"	"3608411000001106"	"Oramorph 100mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)"	"Oramorph 100mg/5ml oral solution unit dose vials"	"Oral solution"	"Oral"	"Morphine sulfate"	"20.000mg/1.000ml"	""	""
"1014641000033112"	"3609711000001109"	"Oramorph 30mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)"	"Oramorph 30mg/5ml oral solution unit dose vials"	"Oral solution"	"Oral"	"Morphine sulfate"	"6.000mg/1.000ml"	""	""
"931941000033117"	"3631511000001107"	"Morphine sulfate 30mg/5ml oral solution unit dose vials sugar free"	"Morphine sulfate 30mg/5ml oral solution unit dose vials sugar free"	"Oral solution"	"Oral"	"Morphine sulfate"	"6.000mg/1.000ml"	""	""
"390441000033115"	"3885111000001102"	"Cyclimorph 10 solution for injection 1ml ampoules (Advanz Pharma)"	"Cyclimorph 10 solution for injection 1ml ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Cyclizine tartrate/ Morphine tartrate"	"50.000mg/1.000ml + 10.000mg/1.000ml"	"4070200"	""
"3840141000033112"	"3897311000001109"	"Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules"	"Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Cyclizine tartrate/ Morphine tartrate"	"50.000mg/1.000ml + 10.000mg/1.000ml"	"4070200"	""
"3840041000033113"	"3897411000001102"	"Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules"	"Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Cyclizine tartrate/ Morphine tartrate"	"50.000mg/1.000ml + 15.000mg/1.000ml"	"4070200"	""
"390541000033119"	"3884611000001109"	"Cyclimorph 15 solution for injection 1ml ampoules (Advanz Pharma)"	"Cyclimorph 15 solution for injection 1ml ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Cyclizine tartrate/ Morphine tartrate"	"50.000mg/1.000ml + 15.000mg/1.000ml"	"4070200"	""
"930041000033110"	"4110711000001101"	"Morphine 100mg modified-release granules sachets sugar free"	"Morphine 100mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"100.000mg"	"4070200"	""
"940141000033110"	"4088611000001103"	"MST Continus Suspension 100mg granules sachets (Napp Pharmaceuticals Ltd)"	"MST Continus suspension 100mg granules sachets"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"100.000mg"	"4070200"	""
"940241000033115"	"4089211000001105"	"MST Continus Suspension 200mg granules sachets (Napp Pharmaceuticals Ltd)"	"MST Continus suspension 200mg granules sachets"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"200.000mg"	"4070200"	""
"930141000033114"	"4110811000001109"	"Morphine 200mg modified-release granules sachets sugar free"	"Morphine 200mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"200.000mg"	"4070200"	""
"930241000033119"	"4110911000001104"	"Morphine 60mg modified-release granules sachets sugar free"	"Morphine 60mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"60.000mg"	"4070200"	""
"940341000033113"	"4088311000001108"	"MST Continus Suspension 60mg granules sachets (Napp Pharmaceuticals Ltd)"	"MST Continus suspension 60mg granules sachets"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"60.000mg"	"4070200"	""
"940741000033114"	"4379311000001107"	"MST Continus Suspension 20mg granules sachets (Napp Pharmaceuticals Ltd)"	"MST Continus suspension 20mg granules sachets"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"20.000mg"	"4070200"	""
"3032841000033119"	"4389411000001105"	"Morphine 20mg modified-release granules sachets sugar free"	"Morphine 20mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"20.000mg"	"4070200"	""
"3032941000033110"	"4389511000001109"	"Morphine 30mg modified-release granules sachets sugar free"	"Morphine 30mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"30.000mg"	"4070200"	""
"940841000033116"	"4380011000001109"	"MST Continus Suspension 30mg granules sachets (Napp Pharmaceuticals Ltd)"	"MST Continus suspension 30mg granules sachets"	"Modified-release granules"	"Oral"	"Morphine sulfate"	"30.000mg"	"4070200"	""
"251441000033113"	"5238811000001109"	"Chloroform and Morphine tincture"	"Chloroform and Morphine tincture"	"Not applicable"	"Route of administration not applicable"	"Chloroform/ Ethanol 90%/ Ether/ Liquorice liquid extract/ Morphine hydrochloride/ Peppermint oil/ Purified water/ Treacle"	"125.000ml/1.000litre + 125.000ml/1.000litre + 30.000ml/1.000litre + 125.000ml/1.000litre + 2.290mg/1.000ml + 1.000ml/1.000litre + 50.000ml/1.000litre + 125.000ml/1.000litre"	""	""
"3060041000033115"	"9748311000001100"	"Morphine sulfate 10mg/10ml solution for injection Minijet pre-filled syringes (UCB Pharma Ltd)"	"Morphine sulfate 10mg/10ml solution for injection Minijet pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Morphine sulfate"	"1.000mg/1.000ml"	"4070200"	""
"3059941000033118"	"9750511000001106"	"Morphine sulfate 10mg/10ml solution for injection pre-filled syringes"	"Morphine sulfate 10mg/10ml solution for injection pre-filled syringes"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Morphine sulfate"	"1.000mg/1.000ml"	"4070200"	""
"3998241000033118"	"10189611000001103"	"Morphine sulfate 100mg/50ml solution for infusion vials"	"Morphine sulfate 100mg/50ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"Morphine sulfate"	"2.000mg/1.000ml"	""	""
"10674241000033116"	"10189711000001107"	"Morphine sulfate 50mg/50ml solution for infusion vials"	"Morphine sulfate 50mg/50ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"Morphine sulfate"	"1.000mg/1.000ml"	""	""
"5966741000033116"	"11719811000001103"	"Diamorphine 25mg/5ml oral solution"	"Diamorphine 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Diamorphine hydrochloride"	"5.000mg/1.000ml"	""	""
"451141000033116"	"11720111000001106"	"Diamorphine 3mg/5ml oral solution"	"Diamorphine 3mg/5ml oral solution"	"Oral solution"	"Oral"	"Diamorphine hydrochloride"	"600.000microgram/1.000ml"	""	""
"7859941000033112"	"12140711000001103"	"Morphine hydrochloride 10mg/5ml oral solution"	"Morphine hydrochloride 10mg/5ml oral solution"	"Oral solution"	"Oral"	"Morphine hydrochloride"	"2.000mg/1.000ml"	""	""
"4434241000033119"	"12143711000001107"	"Morphine sulfate 5mg/5ml oral solution"	"Morphine sulfate 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Morphine sulfate"	"1.000mg/1.000ml"	""	""
"10645941000033110"	"12391811000001102"	"Morphine sulfate 5mg/5ml solution for injection ampoules"	"Morphine sulfate 5mg/5ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Morphine sulfate"	"1.000mg/1.000ml"	""	""
"795641000033110"	"14610811000001109"	"Kaolin and Morphine mixture"	"Kaolin and Morphine mixture"	"Oral suspension"	"Oral"	"Chloroform/ Kaolin light/ Morphine hydrochloride/ Sodium bicarbonate"	"5.000ml/1.000litre + 200.000gram/1.000litre + 91.600mg/1.000litre + 50.000gram/1.000litre"	"1040200"	""
"5055841000033118"	"15424011000001108"	"Morphine sulfate 10mg/1ml suspension for injection vials"	"Morphine sulfate 10mg/1ml suspension for injection vials"	"Suspension for injection"	"Epidural"	"Morphine sulfate"	"10.000mg/1.000ml"	""	""
"5055941000033114"	"15424211000001103"	"Depodur 10mg/1ml suspension for injection vials (Flynn Pharma Ltd)"	"Depodur 10mg/1ml suspension for injection vials"	"Suspension for injection"	"Epidural"	"Morphine sulfate"	"10.000mg/1.000ml"	""	""
"5319941000033116"	"16073411000001109"	"Diamorphine 100mg powder for solution for injection vials"	"Diamorphine 100mg powder for solution for injection vials"	"Powder for solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Diamorphine hydrochloride"	"100.000mg"	""	""
"5319541000033110"	"16073511000001108"	"Diamorphine 10mg powder for solution for injection vials"	"Diamorphine 10mg powder for solution for injection vials"	"Powder for solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Diamorphine hydrochloride"	"10.000mg"	""	""
"5319641000033111"	"16073611000001107"	"Diamorphine 30mg powder for solution for injection vials"	"Diamorphine 30mg powder for solution for injection vials"	"Powder for solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Diamorphine hydrochloride"	"30.000mg"	""	""
"5319741000033119"	"16073711000001103"	"Diamorphine 500mg powder for solution for injection vials"	"Diamorphine 500mg powder for solution for injection vials"	"Powder for solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Diamorphine hydrochloride"	"500.000mg"	""	""
"5319841000033112"	"16073811000001106"	"Diamorphine 5mg powder for solution for injection vials"	"Diamorphine 5mg powder for solution for injection vials"	"Powder for solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Diamorphine hydrochloride"	"5.000mg"	""	""
"10646141000033118"	"21579911000001102"	"Morphine sulfate 10mg/10ml solution for injection ampoules"	"Morphine sulfate 10mg/10ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Morphine sulfate"	"1.000mg/1.000ml"	""	""
"12427941000033111"	"22401911000001100"	"Morphine sulfate 1mg/1ml solution for injection ampoules"	"Morphine sulfate 1mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Morphine sulfate"	"1.000mg/1.000ml"	""	""
"11444741000033116"	"23400911000001101"	"Morphine 0.1% in Intrasite gel"	"Morphine 0.1% in Intrasite gel"	"Gel"	"Route of administration not applicable"	"Morphine sulfate"	"1.000mg/1.000ml"	""	""
"10044141000033116"	"24216811000001107"	"Morphine 0.2% in Intrasite gel"	"Morphine 0.2% in Intrasite gel"	"Gel"	"Route of administration not applicable"	"Morphine sulfate"	"2.000mg/1.000ml"	""	""
"10488141000033111"	"29879711000001106"	"Ayendi 1600micrograms/actuation nasal spray (Wockhardt UK Ltd)"	"Ayendi 1600micrograms/actuation nasal spray"	"Spray"	"Nasal"	"Diamorphine hydrochloride"	"1.600mg/1.000dose"	""	""
"10487941000033114"	"29878711000001102"	"Diamorphine 1.6mg/dose nasal spray"	"Diamorphine 1.6mg/dose nasal spray"	"Spray"	"Nasal"	"Diamorphine hydrochloride"	"1.600mg/1.000dose"	""	""
"10487841000033118"	"29879311000001107"	"Diamorphine 720micrograms/dose nasal spray"	"Diamorphine 720micrograms/dose nasal spray"	"Spray"	"Nasal"	"Diamorphine hydrochloride"	"720.000microgram/1.000dose"	""	""
"10488041000033112"	"29879911000001108"	"Ayendi 720micrograms/actuation nasal spray (Wockhardt UK Ltd)"	"Ayendi 720micrograms/actuation nasal spray"	"Spray"	"Nasal"	"Diamorphine hydrochloride"	"720.000microgram/1.000dose"	""	""
"446341000033113"	"34819611000001105"	"Diamorphine 5mg powder for solution for injection ampoules"	"Diamorphine 5mg powder for solution for injection ampoules"	"Powder for solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Diamorphine hydrochloride"	"5.000mg"	"4070200"	""
"73141000033113"	"35902311000001109"	"Apomorphine 20mg/2ml solution for injection ampoules"	"Apomorphine 20mg/2ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous"	"Apomorphine hydrochloride"	"10.000mg/1.000ml"	"4090100"	""
"2214141000033114"	"3799811000001106"	"APO-go 20mg/2ml solution for injection ampoules (Britannia Pharmaceuticals Ltd)"	"APO-go 20mg/2ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous"	"Apomorphine hydrochloride"	"10.000mg/1.000ml"	"4090100"	""
"73841000033119"	"35902411000001102"	"Apomorphine 30mg/3ml solution for injection pre-filled disposable devices"	"Apomorphine 30mg/3ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Apomorphine hydrochloride"	"10.000mg/1.000ml"	"4090100"	""
"2740141000033117"	"3799311000001102"	"APO-go PEN 30mg/3ml solution for injection (Britannia Pharmaceuticals Ltd)"	"APO-go PEN 30mg/3ml solution for injection"	"Solution for injection"	"Subcutaneous"	"Apomorphine hydrochloride"	"10.000mg/1.000ml"	"4090100"	""
"3227841000033110"	"35902511000001103"	"Apomorphine 50mg/10ml solution for infusion pre-filled syringes"	"Apomorphine 50mg/10ml solution for infusion pre-filled syringes"	"Solution for infusion"	"Subcutaneous"	"Apomorphine hydrochloride"	"5.000mg/1.000ml"	"4090100"	""
"3310441000033112"	"8849111000001108"	"APO-go PFS 50mg/10ml solution for infusion pre-filled syringes (Britannia Pharmaceuticals Ltd)"	"APO-go PFS 50mg/10ml solution for infusion pre-filled syringes"	"Solution for infusion"	"Subcutaneous"	"Apomorphine hydrochloride"	"5.000mg/1.000ml"	"4090100"	""
"73241000033118"	"35902611000001104"	"Apomorphine 50mg/5ml solution for injection ampoules"	"Apomorphine 50mg/5ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous"	"Apomorphine hydrochloride"	"10.000mg/1.000ml"	"4090100"	""
"2214241000033119"	"3804911000001102"	"APO-go 50mg/5ml solution for injection ampoules (Britannia Pharmaceuticals Ltd)"	"APO-go 50mg/5ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous"	"Apomorphine hydrochloride"	"10.000mg/1.000ml"	"4090100"	""
"2099741000033118"	"36022611000001104"	"Opium tincture"	"Opium tincture"	"Oral solution"	"Oral"	"Morphine anhydrous"	"10.000mg/1.000ml"	""	""
"1924241000033110"	"36125811000001101"	"Morphine 100mg modified-release capsules"	"Morphine 100mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"100.000mg"	"4070200"	""
"930741000033113"	"3882211000001103"	"Morcap SR 100mg capsules (Hospira UK Ltd)"	"Morcap SR 100mg capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"100.000mg"	""	""
"1561241000033112"	"3881611000001107"	"Zomorph 100mg modified-release capsules (Ethypharm UK Ltd)"	"Zomorph 100mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"100.000mg"	"4070200"	""
"936541000033119"	"36126211000001108"	"Morphine 100mg modified-release tablets"	"Morphine 100mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"100.000mg"	"4070200"	""
"2912441000033113"	"4527911000001104"	"Morphgesic SR 100mg tablets (Advanz Pharma)"	"Morphgesic SR 100mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"100.000mg"	"4070200"	""
"941041000033119"	"2883611000001101"	"MST Continus 100mg tablets (Napp Pharmaceuticals Ltd)"	"MST Continus 100mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"100.000mg"	"4070200"	""
"2753641000033115"	"219511000001108"	"Filnarine SR 100mg tablets (Teva UK Ltd)"	"Filnarine SR 100mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"100.000mg"	"4070200"	""
"1923941000033116"	"36126411000001107"	"Morphine 10mg modified-release capsules"	"Morphine 10mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"10.000mg"	"4070200"	""
"1561141000033117"	"3652111000001109"	"Zomorph 10mg modified-release capsules (Ethypharm UK Ltd)"	"Zomorph 10mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"10.000mg"	"4070200"	""
"929741000033117"	"36126511000001106"	"Morphine 10mg modified-release tablets"	"Morphine 10mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"10.000mg"	"4070200"	""
"2912141000033117"	"4525911000001109"	"Morphgesic SR 10mg tablets (Advanz Pharma)"	"Morphgesic SR 10mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"10.000mg"	"4070200"	""
"2753341000033111"	"3075211000001103"	"Filnarine SR 10mg tablets (Teva UK Ltd)"	"Filnarine SR 10mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"10.000mg"	"4070200"	""
"940941000033112"	"3077711000001104"	"MST Continus 10mg tablets (Napp Pharmaceuticals Ltd)"	"MST Continus 10mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"10.000mg"	"4070200"	""
"2068541000033117"	"36126611000001105"	"Morphine 120mg modified-release capsules"	"Morphine 120mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"120.000mg"	"4070200"	""
"944041000033117"	"3883211000001109"	"MXL 120mg capsules (Napp Pharmaceuticals Ltd)"	"MXL 120mg capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"120.000mg"	"4070200"	""
"2068641000033116"	"36126711000001101"	"Morphine 150mg modified-release capsules"	"Morphine 150mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"150.000mg"	"4070200"	""
"944141000033118"	"3882911000001107"	"MXL 150mg capsules (Napp Pharmaceuticals Ltd)"	"MXL 150mg capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"150.000mg"	"4070200"	""
"929941000033119"	"36126811000001109"	"Morphine 15mg modified-release tablets"	"Morphine 15mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"15.000mg"	"4070200"	""
"940041000033111"	"272811000001105"	"MST Continus 15mg tablets (Napp Pharmaceuticals Ltd)"	"MST Continus 15mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"15.000mg"	"4070200"	""
"1924341000033117"	"36126911000001104"	"Morphine 200mg modified-release capsules"	"Morphine 200mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"200.000mg"	"4070200"	""
"1561341000033119"	"4035511000001101"	"Zomorph 200mg modified-release capsules (Ethypharm UK Ltd)"	"Zomorph 200mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"200.000mg"	"4070200"	""
"944241000033113"	"4388011000001106"	"MXL 200mg capsules (Napp Pharmaceuticals Ltd)"	"MXL 200mg capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"200.000mg"	"4070200"	""
"933141000033115"	"36127011000001100"	"Morphine 200mg modified-release tablets"	"Morphine 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"200.000mg"	"4070200"	""
"941341000033117"	"394011000001106"	"MST Continus 200mg tablets (Napp Pharmaceuticals Ltd)"	"MST Continus 200mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"200.000mg"	"4070200"	""
"4817241000033113"	"14930611000001104"	"Filnarine SR 200mg tablets (Teva UK Ltd)"	"Filnarine SR 200mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"200.000mg"	""	""
"2068741000033113"	"36127111000001104"	"Morphine 20mg modified-release capsules"	"Morphine 20mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"20.000mg"	""	""
"930841000033115"	"3881711000001103"	"Morcap SR 20mg capsules (Hospira UK Ltd)"	"Morcap SR 20mg capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"20.000mg"	""	""
"1924041000033119"	"36127211000001105"	"Morphine 30mg modified-release capsules"	"Morphine 30mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"30.000mg"	"4070200"	""
"1561441000033113"	"3651611000001107"	"Zomorph 30mg modified-release capsules (Ethypharm UK Ltd)"	"Zomorph 30mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"30.000mg"	"4070200"	""
"944341000033115"	"3651811000001106"	"MXL 30mg capsules (Napp Pharmaceuticals Ltd)"	"MXL 30mg capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"30.000mg"	"4070200"	""
"936641000033118"	"36127311000001102"	"Morphine 30mg modified-release tablets"	"Morphine 30mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"30.000mg"	"4070200"	""
"2912241000033112"	"4526811000001107"	"Morphgesic SR 30mg tablets (Advanz Pharma)"	"Morphgesic SR 30mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"30.000mg"	"4070200"	""
"941141000033115"	"3078711000001103"	"MST Continus 30mg tablets (Napp Pharmaceuticals Ltd)"	"MST Continus 30mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"30.000mg"	"4070200"	""
"2753441000033117"	"3078911000001101"	"Filnarine SR 30mg tablets (Teva UK Ltd)"	"Filnarine SR 30mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"30.000mg"	"4070200"	""
"2068841000033115"	"36127411000001109"	"Morphine 50mg modified-release capsules"	"Morphine 50mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"50.000mg"	""	""
"930941000033111"	"4035011000001109"	"Morcap SR 50mg capsules (Hospira UK Ltd)"	"Morcap SR 50mg capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"50.000mg"	""	""
"930341000033112"	"36127511000001108"	"Morphine 5mg modified-release tablets"	"Morphine 5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"5.000mg"	"4070200"	""
"940441000033119"	"922411000001105"	"MST Continus 5mg tablets (Napp Pharmaceuticals Ltd)"	"MST Continus 5mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"5.000mg"	"4070200"	""
"1924141000033115"	"36127611000001107"	"Morphine 60mg modified-release capsules"	"Morphine 60mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"60.000mg"	"4070200"	""
"1561541000033114"	"3778011000001102"	"Zomorph 60mg modified-release capsules (Ethypharm UK Ltd)"	"Zomorph 60mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"60.000mg"	"4070200"	""
"944441000033114"	"3778211000001107"	"MXL 60mg capsules (Napp Pharmaceuticals Ltd)"	"MXL 60mg capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"60.000mg"	"4070200"	""
"936741000033110"	"36127711000001103"	"Morphine 60mg modified-release tablets"	"Morphine 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"60.000mg"	"4070200"	""
"2912341000033119"	"4527211000001108"	"Morphgesic SR 60mg tablets (Advanz Pharma)"	"Morphgesic SR 60mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"60.000mg"	"4070200"	""
"941241000033110"	"2883211000001103"	"MST Continus 60mg tablets (Napp Pharmaceuticals Ltd)"	"MST Continus 60mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"60.000mg"	"4070200"	""
"2753541000033116"	"93411000001103"	"Filnarine SR 60mg tablets (Teva UK Ltd)"	"Filnarine SR 60mg tablets"	"Modified-release tablet"	"Oral"	"Morphine sulfate"	"60.000mg"	"4070200"	""
"2068441000033118"	"36127811000001106"	"Morphine 90mg modified-release capsules"	"Morphine 90mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"90.000mg"	"4070200"	""
"944541000033110"	"3882611000001101"	"MXL 90mg capsules (Napp Pharmaceuticals Ltd)"	"MXL 90mg capsules"	"Modified-release capsule"	"Oral"	"Morphine sulfate"	"90.000mg"	"4070200"	""
"2099641000033110"	"36127911000001101"	"Morphine and Cocaine elixir"	"Morphine and Cocaine elixir"	"Oral solution"	"Oral"	"Cocaine hydrochloride/ Ethanol 90%/ Morphine hydrochloride/ Syrup"	"1.000gram/1.000litre + 125.000ml/1.000litre + 1.000gram/1.000litre + 250.000ml/1.000litre"	""	""
"2093141000033119"	"36128011000001104"	"Morphine hydrochloride powder"	"Morphine hydrochloride powder"	"Not applicable"	"Route of administration not applicable"	"Morphine hydrochloride"	"1.000mg/1.000mg"	""	""
"3964441000033112"	"36128211000001109"	"Morphine sulfate 10mg/1ml solution for injection ampoules"	"Morphine sulfate 10mg/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Morphine sulfate"	"10.000mg/1.000ml"	"4070200"	""
"931541000033111"	"36128311000001101"	"Morphine sulfate 10mg/5ml oral solution"	"Morphine sulfate 10mg/5ml oral solution"	"Oral solution"	"Oral"	"Morphine sulfate"	"2.000mg/1.000ml"	"4070200"	""
"1752541000033114"	"3164111000001107"	"Sevredol 10mg/5ml oral solution (Napp Pharmaceuticals Ltd)"	"Sevredol 10mg/5ml oral solution"	"Oral solution"	"Oral"	"Morphine sulfate"	"2.000mg/1.000ml"	""	""
"1014841000033113"	"3164311000001109"	"Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd)"	"Oramorph 10mg/5ml oral solution"	"Oral solution"	"Oral"	"Morphine sulfate"	"2.000mg/1.000ml"	"4070200"	""
"3279441000033116"	"36128511000001107"	"Morphine sulfate 20mg/1ml solution for injection ampoules"	"Morphine sulfate 20mg/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Morphine sulfate"	"20.000mg/1.000ml"	"4070200"	""
