"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"
"34524"	"790811000001109"	"56921020"	"Diazepam 2mg tablets (Actavis UK Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"34561"	"113145001000027109"	"62837020"	"Diazepam 2mg Tablet (Regent Laboratories Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010100/04010200"	"Hypnotics/Anxiolytics"
"34614"	"75811000001106"	"53467020"	"Diazepam 10mg/2.5ml rectal solution tube (Sandoz Ltd)"	"Diazepam"	"4mg/1ml"	"Enema"	"Rectal"	"04010201/04080200/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"34615"	"606511000001102"	"64048020"	"Diazepam 5mg tablets (Mylan)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"34635"	"224211000001101"	"49521020"	"Diazepam 5mg tablets (A A H Pharmaceuticals Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"34677"	"52211000001103"	"63139020"	"Diazepam 2mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"34681"	"11815001000027108"	"49516020"	"Diazepam 5mg Tablet (Crosspharma Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010100/04010200"	"Hypnotics/Anxiolytics"
"34807"	"486211000001103"	"49506020"	"Diazepam 10mg tablets (Actavis UK Ltd)"	"Diazepam"	"10mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"34876"	"11495001000027101"	"49456020"	"Diazepam 2mg Tablet (Berk Pharmaceuticals Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010100/04010200"	"Hypnotics/Anxiolytics"
"34892"	"11505001000027107"	"49457020"	"Diazepam 5mg Tablet (Berk Pharmaceuticals Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010100/04010200"	"Hypnotics/Anxiolytics"
"36581"	"2005001000027107"	"48237020"	"Atensine 10mg Tablet (Rorer Pharmaceuticals Ltd)"	"Diazepam"	"10mg"	"Tablet"	"Oral"	"04010100/04010200"	"Hypnotics/Anxiolytics"
"38410"	"156945001000027109"	"68864020"	"Diazepam 5mg Rectal tubes (Hillcross Pharmaceuticals Ltd)"	"Diazepam"	"2mg/1ml"	"Enema"	"Rectal"	"04010200/04080200"	"Anxiolytics/Drugs Used In Status Epilepticus"
"41607"	"366511000001107"	"53335020"	"Diazepam 10mg tablets (Teva UK Ltd)"	"Diazepam"	"10mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"41632"	"734911000001103"	"49522020"	"Diazepam 10mg tablets (A A H Pharmaceuticals Ltd)"	"Diazepam"	"10mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"41689"	"43505001000027104"	"53471020"	"Diazepam 10mg Suppository (Sinclair IS Pharma Plc)"	"Diazepam"	"10mg"	"Suppository"	"Rectal"	"04010200/04080200"	"Anxiolytics/Drugs Used In Status Epilepticus"
"42503"	"109111000001104"	"71710020"	"Diazepam 5mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Diazepam"	"1mg/1ml"	"Oral solution"	"Oral"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"45135"	"118315001000027108"	"63587020"	"Diazepam 2mg Tablet (M & A Pharmachem Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010100/04010200"	"Hypnotics/Anxiolytics"
"45218"	"924411000001103"	"61794020"	"Diazepam 5mg tablets (Ranbaxy (UK) Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"45244"	"213011000001103"	"65974020"	"Diazepam 5mg tablets (Sandoz Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"45313"	"9790311000001108"	"68615020"	"Diazepam 2mg tablets (Almus Pharmaceuticals Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"46913"	"230211000001106"	"63141020"	"Diazepam 10mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Diazepam"	"10mg"	"Tablet"	"Oral"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"46966"	"833711000001100"	"63140020"	"Diazepam 5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"51335"	"8792711000001108"	"20867020"	"Diazepam 10mg/5ml oral solution"	"Diazepam"	"2mg/1ml"	"Oral solution"	"Oral"	"04010201/04080200/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"51754"	"434211000001102"	"05159020"	"Diazepam 10mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Diazepam"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"51985"	"19677811000001102"	"38438020"	"Diazepam 2mg/5ml oral suspension"	"Diazepam"	"400microgram/1ml"	"Oral suspension"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"53461"	"19571011000001105"	"10229020"	"Diazepam 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Diazepam"	"400microgram/1ml"	"Oral solution"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"53566"	"8792911000001105"	"20871020"	"Diazepam 2.5mg/5ml oral solution"	"Diazepam"	"500microgram/1ml"	"Oral solution"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"54695"	"118385001000027105"	"63597020"	"Diazepam 10mg Tablet (M & A Pharmachem Ltd)"	"Diazepam"	"10mg"	"Tablet"	"Oral"	"04010100/04010200"	"Hypnotics/Anxiolytics"
"56236"	"13937911000001108"	"75741020"	"Diazepam 2mg tablets (Wockhardt UK Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"57749"	"21925611000001102"	"47229020"	"Diazepam 5mg tablets (Waymade Healthcare Plc)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"57838"	"17197011000001108"	"69907020"	"Diazepam 5mg tablets (Sovereign Medical Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"58959"	"22328211000001103"	"14980021"	"Diazepam 10mg/5ml oral solution (AM Distributions (Yorkshire) Ltd)"	"Diazepam"	"2mg/1ml"	"Oral solution"	"Oral"	"04010201/04080200/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"59122"	"22326511000001101"	"14793021"	"Diazepam 5mg/5ml oral solution (AM Distributions (Yorkshire) Ltd)"	"Diazepam"	"1mg/1ml"	"Oral solution"	"Oral"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"59407"	"13577211000001108"	"03210020"	"Diazepam 5mg tablets (DE Pharmaceuticals)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"60936"	"10400411000001106"	"03209020"	"Diazepam 5mg tablets (Arrow Generics Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080200/04080300/10020200/15010401"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"62216"	"9790811000001104"	"68624020"	"Diazepam 10mg tablets (Almus Pharmaceuticals Ltd)"	"Diazepam"	"10mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"62541"	"17196711000001107"	"69902020"	"Diazepam 2mg tablets (Sovereign Medical Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"63238"	"21925411000001100"	"47228020"	"Diazepam 2mg tablets (Waymade Healthcare Plc)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"63694"	"18107111000001104"	"03205020"	"Diazepam 2mg tablets (Phoenix Healthcare Distribution Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"64200"	"28611000001100"	"03199020"	"Diazepam 2mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"67192"	"32635511000001104"	"68914021"	"Diazepam 5mg/5ml oral suspension (Sandoz Ltd)"	"Diazepam"	"1mg/1ml"	"Oral suspension"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"67193"	"32635111000001108"	"68791021"	"Diazepam 2mg/5ml oral suspension (Sandoz Ltd)"	"Diazepam"	"400microgram/1ml"	"Oral suspension"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"67297"	"426016003"	"11055020"	"Diazepam 25mg/5ml oral solution"	"Diazepam"	"5mg/1ml"	"Oral solution"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"67451"	"30021611000001103"	"53366021"	"Diazepam 2mg tablets (Mawdsley-Brooks & Company Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"67785"	"13938111000001106"	"75744020"	"Diazepam 5mg tablets (Wockhardt UK Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"67957"	"32903211000001109"	"69741021"	"Diazepam 5mg/5ml oral suspension (A A H Pharmaceuticals Ltd)"	"Diazepam"	"1mg/1ml"	"Oral suspension"	"Oral"	"04010201"	"Benzodiazepines"
"68414"	"28972511000001100"	"48092021"	"Diazepam 2mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)"	"Diazepam"	"400microgram/1ml"	"Oral solution"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"69783"	"32903011000001104"	"69726021"	"Diazepam 2mg/5ml oral suspension (A A H Pharmaceuticals Ltd)"	"Diazepam"	"400microgram/1ml"	"Oral suspension"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"69810"	"28921811000001105"	"48006021"	"Diazepam 5mg tablets (Crescent Pharma Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"70536"	"8792811000001100"	"20869020"	"Diazepam 1mg/5ml oral solution"	"Diazepam"	"200microgram/1ml"	"Oral solution"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)/Therapy Of Convulsions Due To Poisoning"
"71245"	"10286311000001104"	"03208020"	"Diazepam 5mg tablets (Relonchem Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"71336"	"13577011000001103"	"03203020"	"Diazepam 2mg tablets (DE Pharmaceuticals)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"72730"	"77085001000027104"	"57884020"	"Stesolid 5mg/ml Injection (Actavis UK Ltd)"	"Diazepam"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04010200/04080200"	"Anxiolytics/Drugs Used In Status Epilepticus"
"73526"	"28922011000001107"	"48005021"	"Diazepam 2mg tablets (Crescent Pharma Ltd)"	"Diazepam"	"2mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (peri-operative)"
"73751"	"32654611000001100"	"68913021"	"Diazepam 5mg/5ml oral suspension"	"Diazepam"	"1mg/1ml"	"Oral suspension"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning"
"73815"	"521111000001100"	"03206020"	"Diazepam 5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)"
"74342"	"9790611000001103"	"68618020"	"Diazepam 5mg tablets (Almus Pharmaceuticals Ltd)"	"Diazepam"	"5mg"	"Tablet"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)"
"74755"	"13883811000001109"	"35229020"	"Diazepam 10mg/5ml oral suspension (Special Order)"	"Diazepam"	"2mg/1ml"	"Oral suspension"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning"
"74984"	"30762111000001108"	"57441021"	"Diazepam 2mg/5ml oral solution sugar free (Almus Pharmaceuticals Ltd)"	"Diazepam"	"400microgram/1ml"	"Oral solution"	"Oral"	"04010201/04080400/04105000/10020200/15010401"	"Benzodiazepines/Other Antiepileptic Drugs/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)"
"75473"	""	"35230020"	"Diazepam 2.5mg/5ml oral suspension (Special Order)"	"Diazepam"	"500microgram/1ml"	"Oral suspension"	"Oral"	"04010201/04080200/04080300/04105000/10020200/15010401/54140000"	"Benzodiazepines/Drugs Used In Status Epilepticus/Febrile Convulsions/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants/Benzodiazepines (Peri-Operative)/Therapy Of Convulsions Due To Poisoning"
"1463"	"321248005"	"60737020"	"Chlordiazepoxide 10mg capsules"	"Chlordiazepoxide hydrochloride"	"10mg"	"Capsule"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"2122"	"321247000"	"60736020"	"Chlordiazepoxide 5mg capsules"	"Chlordiazepoxide hydrochloride"	"5mg"	"Capsule"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"3147"	"98275001000027106"	"60742020"	"Chlordiazepoxide 10mg tablets"	"Chlordiazepoxide Hydrochloride"	"10mg"	"Tablets"	"Oral"	"04010200"	"Anxiolytics"
"4439"	"17105001000027101"	"50182020"	"Libraxin Tablet (Roche Products Ltd)"	"Clidinium Bromide/Chlordiazepoxide"	""	"Tablet"	"Oral"	"01020100/04010200"	"Antimuscarinics/Anxiolytics"
"4543"	"98235001000027109"	"60738020"	"Chlordiazepoxide 5mg tablets"	"Chlordiazepoxide Hydrochloride"	"5mg"	"Tablets"	"Oral"	"04010200"	"Anxiolytics"
"5294"	"321250002"	"71940020"	"Chlordiazepoxide 10mg tablets"	"Chlordiazepoxide hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"6025"	"321249002"	"71939020"	"Chlordiazepoxide 5mg tablets"	"Chlordiazepoxide hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"6516"	"177705001000027105"	"71941020"	"Chlordiazepoxide 25mg tablets"	"Chlordiazepoxide Hydrochloride"	"25mg"	"Tablets"	"Oral"	"04010200"	"Anxiolytics"
"8550"	"98285001000027101"	"60743020"	"Chlordiazepoxide 25mg tablets"	"Chlordiazepoxide Hydrochloride"	"25mg"	"Tablets"	"Oral"	"04010200"	"Anxiolytics"
"8742"	"102475001000027103"	"61398020"	"Clidinium bromide with Chlordiazepoxide tablets"	"Clidinium Bromide/Chlordiazepoxide"	""	"Tablets"	"Oral"	"01020100/04010200"	"Antimuscarinics/Anxiolytics"
"8913"	"17165001000027100"	"50188020"	"Librium 10mg Capsule (ICN Pharmaceuticals France S.A.)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Capsule"	"Oral"	"04010200"	"Anxiolytics"
"9048"	"17175001000027107"	"50189020"	"Librium 5mg Tablet (ICN Pharmaceuticals France S.A.)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"11963"	"53015001000027107"	"54655020"	"Limbitrol 10 Capsule (Roche Products Ltd)"	"Amitriptyline Hydrochloride/Chlordiazepoxide"	""	"Capsule"	"Oral"	"04030100"	"Tricyclic And Related Antidepressant Drugs"
"12477"	"17155001000027109"	"50187020"	"Librium 5mg Capsule (ICN Pharmaceuticals France S.A.)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Capsule"	"Oral"	"04010200"	"Anxiolytics"
"14534"	"17285001000027104"	"50198020"	"Limbitrol 5 Capsule (Roche Products Ltd)"	"Amitriptyline Hydrochloride/Chlordiazepoxide"	""	"Capsule"	"Oral"	"04030100"	"Tricyclic And Related Antidepressant Drugs"
"16169"	"47515001000027109"	"53992020"	"Librium 100mg Injection (Roche Products Ltd)"	"Chlordiazepoxide Hydrochloride"	"100mg"	"Injection"	""	"04010200"	"Anxiolytics"
"17294"	"17225001000027105"	"50193020"	"Librium 10mg Tablet (ICN Pharmaceuticals France S.A.)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"18125"	"849211000001108"	"88274020"	"Librium 5mg capsules (Meda Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Capsule"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"18342"	"156125001000027108"	"68725020"	"Amitriptyline 25mg / Chlordiazepoxide 10mg capsules"	"Amitriptyline Hydrochloride/Chlordiazepoxide"	"25mg + 10mg"	"Capsules"	"Oral"	"04030100"	"Tricyclic And Related Antidepressant Drugs"
"21081"	"156115001000027104"	"68724020"	"Amitriptyline 12.5mg / Chlordiazepoxide 5mg capsules"	"Amitriptyline Hydrochloride/Chlordiazepoxide"	"12.5mg + 5mg"	"Capsules"	"Oral"	"04030100"	"Tricyclic And Related Antidepressant Drugs"
"24599"	"218811000001104"	"88276020"	"Librium 10mg capsules (Meda Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Capsule"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"25007"	"98295001000027102"	"60744020"	"Chlordiazepozide 100mg injection"	"Chlordiazepoxide Hydrochloride"	"100mg"	"Injection"	""	"04010200"	"Anxiolytics"
"27880"	"307711000001103"	"60752020"	"Tropium 5mg capsules (Dr Reddy's Laboratories (UK) Ltd)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Capsule"	"Oral"	"04010201/10020200"	"Benzodiazepines/Skeletal Muscle Relaxants"
"28879"	"45635001000027107"	"53751020"	"Chlordiazepoxide 5mg Tablet (DDSA Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"30273"	"204011000001103"	"60754020"	"Tropium 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010201/10020200"	"Benzodiazepines/Skeletal Muscle Relaxants"
"32231"	"17235001000027107"	"50194020"	"Librium 25mg Tablet (ICN Pharmaceuticals France S.A.)"	"Chlordiazepoxide Hydrochloride"	"25mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"34928"	"43525001000027106"	"53474020"	"Chlordiazepoxide 5mg Capsule (DDSA Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Capsule"	"Oral"	"04010200"	"Anxiolytics"
"35936"	"299111000001103"	"50935020"	"Chlordiazepoxide 5mg capsules (A A H Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Capsule"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"40386"	"45625001000027105"	"53750020"	"Chlordiazepoxide 25mg Tablet (DDSA Pharmaceuticals Ltd)"	"Chlordiazepoxide Hydrochloride"	"25mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
